mask,K,start_index,height_m,union_count,intersection_count,intersection_fraction_of_level
observation_dual,4,1,7368.421052631578,98,8,0.00019801490062127175
observation_dual,4,1,8131.578947368421,0,0,0.0
observation_dual,4,1,8894.736842105263,0,0,0.0
observation_dual,4,1,9657.894736842105,0,0,0.0
observation_dual,4,1,10421.052631578947,0,0,0.0
observation_dual,4,1,11184.21052631579,0,0,0.0
observation_dual,4,1,11947.368421052632,0,0,0.0
observation_dual,4,1,12710.526315789473,0,0,0.0
observation_dual,4,1,13473.684210526315,0,0,0.0
observation_dual,4,1,14236.842105263157,0,0,0.0
observation_dual,4,1,15000.0,0,0,0.0
observation_dual,4,2,500.0,1654,986,0.024405336501571742
observation_dual,4,2,1263.157894736842,1905,1148,0.028415138239152496
observation_dual,4,2,2026.3157894736842,2099,1375,0.03403381104428108
observation_dual,4,2,2789.4736842105262,2091,1483,0.03670701220266825
observation_dual,4,2,3552.6315789473683,2144,1651,0.04086532511571496
observation_dual,4,2,4315.78947368421,2173,1690,0.04183064775624366
observation_dual,4,2,5078.9473684210525,2166,1674,0.04143461795500111
observation_dual,4,2,5842.105263157895,1618,1053,0.026063711294274892
observation_dual,4,2,6605.263157894737,545,146,0.0036137719363382097
observation_dual,4,2,7368.421052631578,103,16,0.0003960298012425435
observation_dual,4,2,8131.578947368421,0,0,0.0
observation_dual,4,2,8894.736842105263,0,0,0.0
observation_dual,4,2,9657.894736842105,0,0,0.0
observation_dual,4,2,10421.052631578947,0,0,0.0
observation_dual,4,2,11184.21052631579,0,0,0.0
observation_dual,4,2,11947.368421052632,0,0,0.0
observation_dual,4,2,12710.526315789473,0,0,0.0
observation_dual,4,2,13473.684210526315,0,0,0.0
observation_dual,4,2,14236.842105263157,0,0,0.0
observation_dual,4,2,15000.0,0,0,0.0
observation_dual,5,0,500.0,1625,788,0.019504467711195267
observation_dual,5,0,1263.157894736842,1905,963,0.02383604366228559
observation_dual,5,0,2026.3157894736842,2109,1125,0.02784584539986634
observation_dual,5,0,2789.4736842105262,2101,1232,0.03049429469567585
observation_dual,5,0,3552.6315789473683,2148,1428,0.03534565976089701
observation_dual,5,0,4315.78947368421,2184,1470,0.036385237989158686
observation_dual,5,0,5078.9473684210525,2173,1457,0.03606346377564912
observation_dual,5,0,5842.105263157895,1626,847,0.020964827603277145
observation_dual,5,0,6605.263157894737,533,95,0.002351426944877602
observation_dual,5,0,7368.421052631578,104,6,0.00014851117546595382
observation_dual,5,0,8131.578947368421,0,0,0.0
observation_dual,5,0,8894.736842105263,0,0,0.0
observation_dual,5,0,9657.894736842105,0,0,0.0
observation_dual,5,0,10421.052631578947,0,0,0.0
observation_dual,5,0,11184.21052631579,0,0,0.0
observation_dual,5,0,11947.368421052632,0,0,0.0
observation_dual,5,0,12710.526315789473,0,0,0.0
observation_dual,5,0,13473.684210526315,0,0,0.0
observation_dual,5,0,14236.842105263157,0,0,0.0
observation_dual,5,0,15000.0,0,0,0.0
observation_dual,5,1,500.0,1689,877,0.021707383480606916
observation_dual,5,1,1263.157894736842,1944,1038,0.02569243335561001
observation_dual,5,1,2026.3157894736842,2124,1230,0.03044479097052053
observation_dual,5,1,2789.4736842105262,2110,1348,0.03336551075468429
observation_dual,5,1,3552.6315789473683,2150,1543,0.03819212395732779
observation_dual,5,1,4315.78947368421,2196,1590,0.03935546149847776
observation_dual,5,1,5078.9473684210525,2193,1568,0.038810920521769265
observation_dual,5,1,5842.105263157895,1652,944,0.023365758273310066
observation_dual,5,1,6605.263157894737,578,107,0.0026484492958095095
observation_dual,5,1,7368.421052631578,115,6,0.00014851117546595382
observation_dual,5,1,8131.578947368421,0,0,0.0
observation_dual,5,1,8894.736842105263,0,0,0.0
observation_dual,5,1,9657.894736842105,0,0,0.0
observation_dual,5,1,10421.052631578947,0,0,0.0
observation_dual,5,1,11184.21052631579,0,0,0.0
observation_dual,5,1,11947.368421052632,0,0,0.0
observation_dual,5,1,12710.526315789473,0,0,0.0
observation_dual,5,1,13473.684210526315,0,0,0.0
observation_dual,5,1,14236.842105263157,0,0,0.0
observation_dual,5,1,15000.0,0,0,0.0
current_effective,3,0,500.0,740,299,0.007400806910720032
current_effective,3,0,1263.157894736842,917,401,0.009925496893641247
current_effective,3,0,2026.3157894736842,1179,546,0.013514516967401797
current_effective,3,0,2789.4736842105262,1233,645,0.015964951362590036
current_effective,3,0,3552.6315789473683,1307,786,0.01945496398603995
current_effective,3,0,4315.78947368421,1354,842,0.020841068290388853
current_effective,3,0,5078.9473684210525,1361,832,0.020593549664612264
current_effective,3,0,5842.105263157895,1082,560,0.013861043043489023
current_effective,3,0,6605.263157894737,270,72,0.0017821341055914458
current_effective,3,0,7368.421052631578,21,2,4.950372515531794e-05
current_effective,3,0,8131.578947368421,0,0,0.0
current_effective,3,0,8894.736842105263,0,0,0.0
current_effective,3,0,9657.894736842105,0,0,0.0
current_effective,3,0,10421.052631578947,0,0,0.0
current_effective,3,0,11184.21052631579,0,0,0.0
current_effective,3,0,11947.368421052632,0,0,0.0
current_effective,3,0,12710.526315789473,0,0,0.0
current_effective,3,0,13473.684210526315,0,0,0.0
current_effective,3,0,14236.842105263157,0,0,0.0
current_effective,3,0,15000.0,0,0,0.0
current_effective,3,1,500.0,795,405,0.010024504343951883
current_effective,3,1,1263.157894736842,986,502,0.012425435013984803
current_effective,3,1,2026.3157894736842,1272,628,0.015544169698769832
current_effective,3,1,2789.4736842105262,1302,720,0.017821341055914458
current_effective,3,1,3552.6315789473683,1316,878,0.021732135343184574
current_effective,3,1,4315.78947368421,1361,936,0.023167743372688794
current_effective,3,1,5078.9473684210525,1363,907,0.022449939357936686
current_effective,3,1,5842.105263157895,1087,635,0.015717432736813444
current_effective,3,1,6605.263157894737,299,61,0.001509863617237197
current_effective,3,1,7368.421052631578,24,2,4.950372515531794e-05
current_effective,3,1,8131.578947368421,0,0,0.0
current_effective,3,1,8894.736842105263,0,0,0.0
current_effective,3,1,9657.894736842105,0,0,0.0
current_effective,3,1,10421.052631578947,0,0,0.0
current_effective,3,1,11184.21052631579,0,0,0.0
current_effective,3,1,11947.368421052632,0,0,0.0
current_effective,3,1,12710.526315789473,0,0,0.0
current_effective,3,1,13473.684210526315,0,0,0.0
current_effective,3,1,14236.842105263157,0,0,0.0
current_effective,3,1,15000.0,0,0,0.0
current_effective,3,2,500.0,913,501,0.012400683151407143
current_effective,3,2,1263.157894736842,1120,594,0.014702606371129428
current_effective,3,2,2026.3157894736842,1336,732,0.018118363406846364
current_effective,3,2,2789.4736842105262,1354,821,0.020321279176258013
current_effective,3,2,3552.6315789473683,1380,976,0.024157817875795153
current_effective,3,2,4315.78947368421,1402,1006,0.024900373753124923
current_effective,3,2,5078.9473684210525,1395,994,0.024603351402193014
current_effective,3,2,5842.105263157895,1100,721,0.017846092918492117
current_effective,3,2,6605.263157894737,325,80,0.0019801490062127175
current_effective,3,2,7368.421052631578,22,0,0.0
current_effective,3,2,8131.578947368421,0,0,0.0
current_effective,3,2,8894.736842105263,0,0,0.0
current_effective,3,2,9657.894736842105,0,0,0.0
current_effective,3,2,10421.052631578947,0,0,0.0
current_effective,3,2,11184.21052631579,0,0,0.0
current_effective,3,2,11947.368421052632,0,0,0.0
current_effective,3,2,12710.526315789473,0,0,0.0
current_effective,3,2,13473.684210526315,0,0,0.0
current_effective,3,2,14236.842105263157,0,0,0.0
current_effective,3,2,15000.0,0,0,0.0
current_effective,3,3,500.0,1036,567,0.014034306081532635
current_effective,3,3,1263.157894736842,1209,696,0.017227296354050643
current_effective,3,3,2026.3157894736842,1361,912,0.02257369867082498
current_effective,3,3,2789.4736842105262,1371,988,0.024454840226727063
current_effective,3,3,3552.6315789473683,1434,1094,0.02707853765995891
current_effective,3,3,4315.78947368421,1455,1119,0.027697334224400388
current_effective,3,3,5078.9473684210525,1445,1093,0.02705378579738125
current_effective,3,3,5842.105263157895,1147,781,0.019331204673151654
current_effective,3,3,6605.263157894737,384,106,0.0026236974332318505
current_effective,3,3,7368.421052631578,28,0,0.0
current_effective,3,3,8131.578947368421,0,0,0.0
current_effective,3,3,8894.736842105263,0,0,0.0
current_effective,3,3,9657.894736842105,0,0,0.0
current_effective,3,3,10421.052631578947,0,0,0.0
current_effective,3,3,11184.21052631579,0,0,0.0
current_effective,3,3,11947.368421052632,0,0,0.0
current_effective,3,3,12710.526315789473,0,0,0.0
current_effective,3,3,13473.684210526315,0,0,0.0
current_effective,3,3,14236.842105263157,0,0,0.0
current_effective,3,3,15000.0,0,0,0.0
current_effective,4,0,500.0,862,283,0.007004777109477488
current_effective,4,0,1263.157894736842,1083,374,0.009257196604044454
current_effective,4,0,2026.3157894736842,1343,467,0.011559119823766738
current_effective,4,0,2789.4736842105262,1358,563,0.013935298631221999
current_effective,4,0,3552.6315789473683,1388,742,0.018365882032622956
current_effective,4,0,4315.78947368421,1429,798,0.019751986336971856
current_effective,4,0,5078.9473684210525,1428,780,0.019306452810573995
current_effective,4,0,5842.105263157895,1145,506,0.012524442464295437
current_effective,4,0,6605.263157894737,333,34,0.000841563327640405
current_effective,4,0,7368.421052631578,28,1,2.475186257765897e-05
current_effective,4,0,8131.578947368421,0,0,0.0
current_effective,4,0,8894.736842105263,0,0,0.0
current_effective,4,0,9657.894736842105,0,0,0.0
current_effective,4,0,10421.052631578947,0,0,0.0
current_effective,4,0,11184.21052631579,0,0,0.0
current_effective,4,0,11947.368421052632,0,0,0.0
current_effective,4,0,12710.526315789473,0,0,0.0
current_effective,4,0,13473.684210526315,0,0,0.0
current_effective,4,0,14236.842105263157,0,0,0.0
current_effective,4,0,15000.0,0,0,0.0
current_effective,4,1,500.0,954,379,0.009380955916932748
current_effective,4,1,1263.157894736842,1165,463,0.011460112373456103
current_effective,4,1,2026.3157894736842,1372,572,0.014158065394420931
current_effective,4,1,2789.4736842105262,1384,679,0.01680651469023044
current_effective,4,1,3552.6315789473683,1404,860,0.021286601816786713
current_effective,4,1,4315.78947368421,1444,901,0.02230142818247073
current_effective,4,1,5078.9473684210525,1445,882,0.021831142793495212
current_effective,4,1,5842.105263157895,1153,613,0.015172891760104949
current_effective,4,1,6605.263157894737,375,44,0.0010890819534169946
current_effective,4,1,7368.421052631578,29,0,0.0
current_effective,4,1,8131.578947368421,0,0,0.0
current_effective,4,1,8894.736842105263,0,0,0.0
current_effective,4,1,9657.894736842105,0,0,0.0
current_effective,4,1,10421.052631578947,0,0,0.0
current_effective,4,1,11184.21052631579,0,0,0.0
current_effective,4,1,11947.368421052632,0,0,0.0
current_effective,4,1,12710.526315789473,0,0,0.0
current_effective,4,1,13473.684210526315,0,0,0.0
current_effective,4,1,14236.842105263157,0,0,0.0
current_effective,4,1,15000.0,0,0,0.0
current_effective,4,2,500.0,1062,472,0.011682879136655033
current_effective,4,2,1263.157894736842,1238,555,0.013737283730600727
current_effective,4,2,2026.3157894736842,1399,698,0.01727680007920596
current_effective,4,2,2789.4736842105262,1394,798,0.019751986336971856
current_effective,4,2,3552.6315789473683,1443,957,0.023687532486819634
current_effective,4,2,4315.78947368421,1472,995,0.024628103264770673
current_effective,4,2,5078.9473684210525,1467,979,0.02423207346352813
current_effective,4,2,5842.105263157895,1180,693,0.017153040766317667
current_effective,4,2,6605.263157894737,411,63,0.001559367342392515
current_effective,4,2,7368.421052631578,31,0,0.0
current_effective,4,2,8131.578947368421,0,0,0.0
current_effective,4,2,8894.736842105263,0,0,0.0
current_effective,4,2,9657.894736842105,0,0,0.0
current_effective,4,2,10421.052631578947,0,0,0.0
current_effective,4,2,11184.21052631579,0,0,0.0
current_effective,4,2,11947.368421052632,0,0,0.0
current_effective,4,2,12710.526315789473,0,0,0.0
current_effective,4,2,13473.684210526315,0,0,0.0
current_effective,4,2,14236.842105263157,0,0,0.0
current_effective,4,2,15000.0,0,0,0.0
current_effective,5,0,500.0,1009,275,0.006806762208856216
current_effective,5,0,1263.157894736842,1218,366,0.009059181703423182
current_effective,5,0,2026.3157894736842,1404,447,0.011064082572213559
current_effective,5,0,2789.4736842105262,1404,547,0.013539268829979455
current_effective,5,0,3552.6315789473683,1446,734,0.018167867132001685
current_effective,5,0,4315.78947368421,1483,776,0.01920744536026336
current_effective,5,0,5078.9473684210525,1474,762,0.018860919284176134
current_effective,5,0,5842.105263157895,1186,491,0.012153164525630554
current_effective,5,0,6605.263157894737,403,22,0.0005445409767084973
current_effective,5,0,7368.421052631578,33,0,0.0
current_effective,5,0,8131.578947368421,0,0,0.0
current_effective,5,0,8894.736842105263,0,0,0.0
current_effective,5,0,9657.894736842105,0,0,0.0
current_effective,5,0,10421.052631578947,0,0,0.0
current_effective,5,0,11184.21052631579,0,0,0.0
current_effective,5,0,11947.368421052632,0,0,0.0
current_effective,5,0,12710.526315789473,0,0,0.0
current_effective,5,0,13473.684210526315,0,0,0.0
current_effective,5,0,14236.842105263157,0,0,0.0
current_effective,5,0,15000.0,0,0,0.0
current_effective,5,1,500.0,1081,364,0.009009677978267865
current_effective,5,1,1263.157894736842,1262,449,0.011113586297368878
current_effective,5,1,2026.3157894736842,1420,554,0.013712531868023068
current_effective,5,1,2789.4736842105262,1413,663,0.016410484888987897
current_effective,5,1,3552.6315789473683,1448,849,0.021014331328432466
current_effective,5,1,4315.78947368421,1495,895,0.022152917007004776
current_effective,5,1,5078.9473684210525,1494,873,0.02160837603029628
current_effective,5,1,5842.105263157895,1210,589,0.014578847058241133
current_effective,5,1,6605.263157894737,443,33,0.000816811465062746
current_effective,5,1,7368.421052631578,38,0,0.0
current_effective,5,1,8131.578947368421,0,0,0.0
current_effective,5,1,8894.736842105263,0,0,0.0
current_effective,5,1,9657.894736842105,0,0,0.0
current_effective,5,1,10421.052631578947,0,0,0.0
current_effective,5,1,11184.21052631579,0,0,0.0
current_effective,5,1,11947.368421052632,0,0,0.0
current_effective,5,1,12710.526315789473,0,0,0.0
current_effective,5,1,13473.684210526315,0,0,0.0
current_effective,5,1,14236.842105263157,0,0,0.0
current_effective,5,1,15000.0,0,0,0.0
baseline_finite,3,0,500.0,40401,268,0.006633499170812604
baseline_finite,3,0,1263.157894736842,40401,371,0.009182941016311478
baseline_finite,3,0,2026.3157894736842,40401,514,0.01272245736491671
baseline_finite,3,0,2789.4736842105262,40401,571,0.01413331353184327
baseline_finite,3,0,3552.6315789473683,40401,676,0.01673225910249746
baseline_finite,3,0,4315.78947368421,40401,747,0.01848964134551125
baseline_finite,3,0,5078.9473684210525,40401,748,0.018514393208088908
baseline_finite,3,0,5842.105263157895,40401,594,0.014702606371129428
baseline_finite,3,0,6605.263157894737,40401,152,0.003762283111804163
baseline_finite,3,0,7368.421052631578,40401,4,9.900745031063588e-05
baseline_finite,3,0,8131.578947368421,40401,0,0.0
baseline_finite,3,0,8894.736842105263,40401,0,0.0
baseline_finite,3,0,9657.894736842105,40401,0,0.0
baseline_finite,3,0,10421.052631578947,40401,0,0.0
baseline_finite,3,0,11184.21052631579,40401,0,0.0
baseline_finite,3,0,11947.368421052632,40401,0,0.0
baseline_finite,3,0,12710.526315789473,40401,0,0.0
baseline_finite,3,0,13473.684210526315,40401,0,0.0
baseline_finite,3,0,14236.842105263157,40401,0,0.0
baseline_finite,3,0,15000.0,40401,0,0.0
baseline_finite,3,1,500.0,40401,40401,1.0
baseline_finite,3,1,1263.157894736842,40401,40401,1.0
baseline_finite,3,1,2026.3157894736842,40401,40401,1.0
baseline_finite,3,1,2789.4736842105262,40401,40401,1.0
baseline_finite,3,1,3552.6315789473683,40401,40401,1.0
baseline_finite,3,1,4315.78947368421,40401,40401,1.0
baseline_finite,3,1,5078.9473684210525,40401,40401,1.0
baseline_finite,3,1,5842.105263157895,40401,40401,1.0
baseline_finite,3,1,6605.263157894737,40401,40401,1.0
baseline_finite,3,1,7368.421052631578,40401,40401,1.0
baseline_finite,3,1,8131.578947368421,40401,40401,1.0
baseline_finite,3,1,8894.736842105263,40401,40401,1.0
baseline_finite,3,1,9657.894736842105,40401,40401,1.0
baseline_finite,3,1,10421.052631578947,40401,40401,1.0
baseline_finite,3,1,11184.21052631579,40401,40401,1.0
baseline_finite,3,1,11947.368421052632,40401,40401,1.0
baseline_finite,3,1,12710.526315789473,40401,40401,1.0
baseline_finite,3,1,13473.684210526315,40401,40401,1.0
baseline_finite,3,1,14236.842105263157,40401,40401,1.0
baseline_finite,3,1,15000.0,40401,40401,1.0
baseline_finite,3,2,500.0,40401,40401,1.0
baseline_finite,3,2,1263.157894736842,40401,40401,1.0
baseline_finite,3,2,2026.3157894736842,40401,40401,1.0
baseline_finite,3,2,2789.4736842105262,40401,40401,1.0
baseline_finite,3,2,3552.6315789473683,40401,40401,1.0
baseline_finite,3,2,4315.78947368421,40401,40401,1.0
baseline_finite,3,2,5078.9473684210525,40401,40401,1.0
baseline_finite,3,2,5842.105263157895,40401,40401,1.0
baseline_finite,3,2,6605.263157894737,40401,40401,1.0
baseline_finite,3,2,7368.421052631578,40401,40401,1.0
baseline_finite,3,2,8131.578947368421,40401,40401,1.0
baseline_finite,3,2,8894.736842105263,40401,40401,1.0
baseline_finite,3,2,9657.894736842105,40401,40401,1.0
baseline_finite,3,2,10421.052631578947,40401,40401,1.0
baseline_finite,3,2,11184.21052631579,40401,40401,1.0
baseline_finite,3,2,11947.368421052632,40401,40401,1.0
baseline_finite,3,2,12710.526315789473,40401,40401,1.0
baseline_finite,3,2,13473.684210526315,40401,40401,1.0
baseline_finite,3,2,14236.842105263157,40401,40401,1.0
baseline_finite,3,2,15000.0,40401,40401,1.0
baseline_finite,3,3,500.0,40401,40401,1.0
baseline_finite,3,3,1263.157894736842,40401,40401,1.0
baseline_finite,3,3,2026.3157894736842,40401,40401,1.0
baseline_finite,3,3,2789.4736842105262,40401,40401,1.0
baseline_finite,3,3,3552.6315789473683,40401,40401,1.0
baseline_finite,3,3,4315.78947368421,40401,40401,1.0
baseline_finite,3,3,5078.9473684210525,40401,40401,1.0
baseline_finite,3,3,5842.105263157895,40401,40401,1.0
baseline_finite,3,3,6605.263157894737,40401,40401,1.0
baseline_finite,3,3,7368.421052631578,40401,40401,1.0
baseline_finite,3,3,8131.578947368421,40401,40401,1.0
baseline_finite,3,3,8894.736842105263,40401,40401,1.0
baseline_finite,3,3,9657.894736842105,40401,40401,1.0
baseline_finite,3,3,10421.052631578947,40401,40401,1.0
baseline_finite,3,3,11184.21052631579,40401,40401,1.0
baseline_finite,3,3,11947.368421052632,40401,40401,1.0
baseline_finite,3,3,12710.526315789473,40401,40401,1.0
baseline_finite,3,3,13473.684210526315,40401,40401,1.0
baseline_finite,3,3,14236.842105263157,40401,40401,1.0
baseline_finite,3,3,15000.0,40401,40401,1.0
baseline_finite,4,0,500.0,40401,268,0.006633499170812604
baseline_finite,4,0,1263.157894736842,40401,371,0.009182941016311478
baseline_finite,4,0,2026.3157894736842,40401,514,0.01272245736491671
baseline_finite,4,0,2789.4736842105262,40401,571,0.01413331353184327
baseline_finite,4,0,3552.6315789473683,40401,676,0.01673225910249746
baseline_finite,4,0,4315.78947368421,40401,747,0.01848964134551125
baseline_finite,4,0,5078.9473684210525,40401,748,0.018514393208088908
baseline_finite,4,0,5842.105263157895,40401,594,0.014702606371129428
baseline_finite,4,0,6605.263157894737,40401,152,0.003762283111804163
baseline_finite,4,0,7368.421052631578,40401,4,9.900745031063588e-05
baseline_finite,4,0,8131.578947368421,40401,0,0.0
baseline_finite,4,0,8894.736842105263,40401,0,0.0
baseline_finite,4,0,9657.894736842105,40401,0,0.0
baseline_finite,4,0,10421.052631578947,40401,0,0.0
baseline_finite,4,0,11184.21052631579,40401,0,0.0
baseline_finite,4,0,11947.368421052632,40401,0,0.0
baseline_finite,4,0,12710.526315789473,40401,0,0.0
baseline_finite,4,0,13473.684210526315,40401,0,0.0
baseline_finite,4,0,14236.842105263157,40401,0,0.0
baseline_finite,4,0,15000.0,40401,0,0.0
baseline_finite,4,1,500.0,40401,40401,1.0
baseline_finite,4,1,1263.157894736842,40401,40401,1.0
baseline_finite,4,1,2026.3157894736842,40401,40401,1.0
baseline_finite,4,1,2789.4736842105262,40401,40401,1.0
baseline_finite,4,1,3552.6315789473683,40401,40401,1.0
baseline_finite,4,1,4315.78947368421,40401,40401,1.0
baseline_finite,4,1,5078.9473684210525,40401,40401,1.0
baseline_finite,4,1,5842.105263157895,40401,40401,1.0
baseline_finite,4,1,6605.263157894737,40401,40401,1.0
baseline_finite,4,1,7368.421052631578,40401,40401,1.0
baseline_finite,4,1,8131.578947368421,40401,40401,1.0
baseline_finite,4,1,8894.736842105263,40401,40401,1.0
baseline_finite,4,1,9657.894736842105,40401,40401,1.0
baseline_finite,4,1,10421.052631578947,40401,40401,1.0
baseline_finite,4,1,11184.21052631579,40401,40401,1.0
baseline_finite,4,1,11947.368421052632,40401,40401,1.0
baseline_finite,4,1,12710.526315789473,40401,40401,1.0
baseline_finite,4,1,13473.684210526315,40401,40401,1.0
baseline_finite,4,1,14236.842105263157,40401,40401,1.0
baseline_finite,4,1,15000.0,40401,40401,1.0
baseline_finite,4,2,500.0,40401,40401,1.0
baseline_finite,4,2,1263.157894736842,40401,40401,1.0
baseline_finite,4,2,2026.3157894736842,40401,40401,1.0
baseline_finite,4,2,2789.4736842105262,40401,40401,1.0
baseline_finite,4,2,3552.6315789473683,40401,40401,1.0
baseline_finite,4,2,4315.78947368421,40401,40401,1.0
baseline_finite,4,2,5078.9473684210525,40401,40401,1.0
baseline_finite,4,2,5842.105263157895,40401,40401,1.0
baseline_finite,4,2,6605.263157894737,40401,40401,1.0
baseline_finite,4,2,7368.421052631578,40401,40401,1.0
baseline_finite,4,2,8131.578947368421,40401,40401,1.0
baseline_finite,4,2,8894.736842105263,40401,40401,1.0
baseline_finite,4,2,9657.894736842105,40401,40401,1.0
baseline_finite,4,2,10421.052631578947,40401,40401,1.0
baseline_finite,4,2,11184.21052631579,40401,40401,1.0
baseline_finite,4,2,11947.368421052632,40401,40401,1.0
baseline_finite,4,2,12710.526315789473,40401,40401,1.0
baseline_finite,4,2,13473.684210526315,40401,40401,1.0
baseline_finite,4,2,14236.842105263157,40401,40401,1.0
baseline_finite,4,2,15000.0,40401,40401,1.0
baseline_finite,5,0,500.0,40401,268,0.006633499170812604
baseline_finite,5,0,1263.157894736842,40401,371,0.009182941016311478
baseline_finite,5,0,2026.3157894736842,40401,514,0.01272245736491671
baseline_finite,5,0,2789.4736842105262,40401,571,0.01413331353184327
baseline_finite,5,0,3552.6315789473683,40401,676,0.01673225910249746
baseline_finite,5,0,4315.78947368421,40401,747,0.01848964134551125
baseline_finite,5,0,5078.9473684210525,40401,748,0.018514393208088908
baseline_finite,5,0,5842.105263157895,40401,594,0.014702606371129428
baseline_finite,5,0,6605.263157894737,40401,152,0.003762283111804163
baseline_finite,5,0,7368.421052631578,40401,4,9.900745031063588e-05
baseline_finite,5,0,8131.578947368421,40401,0,0.0
baseline_finite,5,0,8894.736842105263,40401,0,0.0
baseline_finite,5,0,9657.894736842105,40401,0,0.0
baseline_finite,5,0,10421.052631578947,40401,0,0.0
baseline_finite,5,0,11184.21052631579,40401,0,0.0
baseline_finite,5,0,11947.368421052632,40401,0,0.0
baseline_finite,5,0,12710.526315789473,40401,0,0.0
baseline_finite,5,0,13473.684210526315,40401,0,0.0
baseline_finite,5,0,14236.842105263157,40401,0,0.0
baseline_finite,5,0,15000.0,40401,0,0.0
baseline_finite,5,1,500.0,40401,40401,1.0
baseline_finite,5,1,1263.157894736842,40401,40401,1.0
baseline_finite,5,1,2026.3157894736842,40401,40401,1.0
baseline_finite,5,1,2789.4736842105262,40401,40401,1.0
baseline_finite,5,1,3552.6315789473683,40401,40401,1.0
baseline_finite,5,1,4315.78947368421,40401,40401,1.0
baseline_finite,5,1,5078.9473684210525,40401,40401,1.0
baseline_finite,5,1,5842.105263157895,40401,40401,1.0
baseline_finite,5,1,6605.263157894737,40401,40401,1.0
baseline_finite,5,1,7368.421052631578,40401,40401,1.0
baseline_finite,5,1,8131.578947368421,40401,40401,1.0
baseline_finite,5,1,8894.736842105263,40401,40401,1.0
baseline_finite,5,1,9657.894736842105,40401,40401,1.0
baseline_finite,5,1,10421.052631578947,40401,40401,1.0
baseline_finite,5,1,11184.21052631579,40401,40401,1.0
baseline_finite,5,1,11947.368421052632,40401,40401,1.0
baseline_finite,5,1,12710.526315789473,40401,40401,1.0
baseline_finite,5,1,13473.684210526315,40401,40401,1.0
baseline_finite,5,1,14236.842105263157,40401,40401,1.0
baseline_finite,5,1,15000.0,40401,40401,1.0
