window,K,representation,domain,mode,index,singular_value,normalized_singular_value,cumulative_energy,effective_rank,rank_90,rank_95,rank_99
K3_T4-6,3,eulerian,A_common_dense,x,8,0.9715717309344167,0.002373299714854861,0.9999950568758245,1.485447584227591,1,2,3
K3_T4-6,3,eulerian,A_common_dense,x,9,0.7448282254414478,0.0018194236810039133,0.9999980379214533,1.485447584227591,1,2,3
K3_T4-6,3,eulerian,A_common_dense,x,10,0.5037740799417284,0.001230590436309926,0.9999994016502418,1.485447584227591,1,2,3
K3_T4-6,3,eulerian,A_common_dense,x,11,0.3336947502127892,0.0008151304019178339,1.0000000000000002,1.485447584227591,1,2,3
K3_T4-6,3,eulerian,A_common_dense,y,1,332.81385203827426,1.0,0.5951948422143272,2.198261862939748,2,2,3
K3_T4-6,3,eulerian,A_common_dense,y,2,265.6378570318812,0.79815745470033,0.9743668843677677,2.198261862939748,2,2,3
K3_T4-6,3,eulerian,A_common_dense,y,3,61.0821608142711,0.18353250755694667,0.9944155353596796,2.198261862939748,2,2,3
K3_T4-6,3,eulerian,A_common_dense,y,4,28.009240389873423,0.08415887805851394,0.9986311318417562,2.198261862939748,2,2,3
K3_T4-6,3,eulerian,A_common_dense,y,5,14.897968899444997,0.0447636683635743,0.9998237749370502,2.198261862939748,2,2,3
K3_T4-6,3,eulerian,A_common_dense,y,6,4.947956830580021,0.014867039939224032,0.9999553301843559,2.198261862939748,2,2,3
K3_T4-6,3,eulerian,A_common_dense,y,7,2.404524100841638,0.007224831797461102,0.9999863982804962,2.198261862939748,2,2,3
K3_T4-6,3,eulerian,A_common_dense,y,8,1.0341805394009511,0.003107384302267618,0.999992145384996,2.198261862939748,2,2,3
K3_T4-6,3,eulerian,A_common_dense,y,9,0.9277006155805488,0.0027874459247984105,0.999996769962488,2.198261862939748,2,2,3
K3_T4-6,3,eulerian,A_common_dense,y,10,0.6380654157142415,0.001917184070934832,0.9999989576575323,2.198261862939748,2,2,3
K3_T4-6,3,eulerian,A_common_dense,y,11,0.4404301389755394,0.0013233527879869887,1.0,2.198261862939748,2,2,3
K3_T4-6,3,eulerian,A_common_dense,z,1,323.6207059912538,1.0,0.5627674542446532,2.0511485702644507,2,2,2
K3_T4-6,3,eulerian,A_common_dense,z,2,283.18548350969337,0.8750536608660224,0.9936891355518853,2.0511485702644507,2,2,2
K3_T4-6,3,eulerian,A_common_dense,z,3,34.21284994758016,0.10571897692017518,0.9999789071753971,2.0511485702644507,2,2,2
K3_T4-6,3,eulerian,A_common_dense,z,4,1.9812495679749547,0.006122134743839598,0.9999999999999997,2.0511485702644507,2,2,2
K3_T4-6,3,eulerian,A_common_dense,z,5,4.132148019082449e-06,1.2768490836906228e-08,0.9999999999999998,2.0511485702644507,2,2,2
K3_T4-6,3,eulerian,A_common_dense,z,6,3.6324997284128703e-06,1.1224559063013237e-08,0.9999999999999999,2.0511485702644507,2,2,2
K3_T4-6,3,eulerian,A_common_dense,time,1,403.13779881041705,1.0,0.8732999029845403,1.501461855759898,2,2,2
K3_T4-6,3,eulerian,A_common_dense,time,2,149.40433718457464,0.37060364377996413,0.9932450778415343,1.501461855759898,2,2,2
K3_T4-6,3,eulerian,A_common_dense,time,3,35.455367280741854,0.08794850640491637,1.0000000000000002,1.501461855759898,2,2,2
K3_T4-6,3,eulerian,A_common_dense,component,1,390.1489427608733,1.0,0.8179320770192675,1.7378153201820177,2,2,3
K3_T4-6,3,eulerian,A_common_dense,component,2,169.3386566840036,0.43403592352624465,0.9720199968216995,1.7378153201820177,2,2,3
K3_T4-6,3,eulerian,A_common_dense,component,3,72.15986199621301,0.1849546521530384,0.9999999999999999,1.7378153201820177,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,x,1,411.1392472278306,1.0,0.8958264976625364,1.4863489258324167,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,x,2,122.08461801138948,0.29694226186033984,0.974815736508134,1.4863489258324167,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,x,3,67.73830657400661,0.16475757795136936,0.9991330000820533,1.4863489258324167,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,x,4,10.644141839215273,0.025889383976317102,0.9997334369319366,1.4863489258324167,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,x,5,6.053778464125202,0.014724399348745544,0.9999276592260714,1.4863489258324167,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,x,6,2.6916313069077127,0.006546763231816105,0.9999660544472392,1.4863489258324167,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,x,7,2.084675274295623,0.005070484728353874,0.999989085981107,1.4863489258324167,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,x,8,0.9760695522551088,0.0023740607563894896,0.999994135006589,1.4863489258324167,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,x,9,0.8164548398350946,0.001985835323044848,0.9999976677359447,1.4863489258324167,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,x,10,0.5789219303704236,0.001408092110577848,0.9999994439120966,1.4863489258324167,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,x,11,0.32392816300234295,0.0007878794476238361,0.9999999999999998,1.4863489258324167,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,y,1,351.4997977938326,1.0,0.6547811835312483,2.047417490559935,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,y,2,249.75644752728905,0.7105450674363696,0.9853633705434129,2.047417490559935,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,y,3,44.7460516897126,0.1273003625338009,0.9959743499461934,2.047417490559935,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,y,4,22.96355341635172,0.06533020377388858,0.9987689792986966,2.047417490559935,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,y,5,14.556479358617267,0.04141248288044584,0.9998919249284245,2.047417490559935,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,y,6,3.7647788249047545,0.010710614482665887,0.9999670396333987,2.047417490559935,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,y,7,1.8424941439136249,0.005241807123298303,0.9999850307560351,2.047417490559935,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,y,8,1.2205040911071923,0.003472275371899537,0.9999929252538805,2.047417490559935,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,y,9,0.9546700664913864,0.002715990371782049,0.9999977553151814,2.047417490559935,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,y,10,0.48140149795710385,0.001369564082194617,0.9999989834920289,2.047417490559935,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,y,11,0.4379579139897298,0.001245969177617018,1.0,2.047417490559935,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,z,1,345.6088939664372,1.0,0.6330176974555661,1.9892095073068605,2,2,2
K3_T4-6,3,storm_relative,A_common_dense,z,2,261.020546826322,0.7552483497478228,0.9940910362668369,1.9892095073068605,2,2,2
K3_T4-6,3,storm_relative,A_common_dense,z,3,33.327026413553234,0.09642988648547247,0.9999772924943857,1.9892095073068605,2,2,2
K3_T4-6,3,storm_relative,A_common_dense,z,4,2.0699587900095273,0.00598930995742993,0.9999999999999999,1.9892095073068605,2,2,2
K3_T4-6,3,storm_relative,A_common_dense,z,5,3.891892402064999e-06,1.1260972937932981e-08,1.0,1.9892095073068605,2,2,2
K3_T4-6,3,storm_relative,A_common_dense,z,6,3.0491925675843797e-06,8.822668110735869e-09,1.0,1.9892095073068605,2,2,2
K3_T4-6,3,storm_relative,A_common_dense,time,1,427.29798083179696,1.0,0.9676264087069264,1.1659021167962633,1,1,2
K3_T4-6,3,storm_relative,A_common_dense,time,2,74.10493993386027,0.17342684322917779,0.9967295823641491,1.1659021167962633,1,1,2
K3_T4-6,3,storm_relative,A_common_dense,time,3,24.84154438931915,0.05813634864588293,1.0,1.1659021167962633,1,1,2
K3_T4-6,3,storm_relative,A_common_dense,component,1,399.8299866802476,1.0,0.8472210866754596,1.6029294063899955,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,component,2,162.43605031216094,0.40626280099912676,0.9870544724765066,1.6029294063899955,2,2,3
K3_T4-6,3,storm_relative,A_common_dense,component,3,49.42388272319879,0.123612246128813,1.0,1.6029294063899955,2,2,3
K4_T1-4,4,eulerian,A_common_dense,x,1,360.4650083399036,1.0,0.9374037177595304,1.3120218808015156,1,2,3
K4_T1-4,4,eulerian,A_common_dense,x,2,81.04429748366938,0.22483263453757477,0.9847892071758919,1.3120218808015156,1,2,3
K4_T1-4,4,eulerian,A_common_dense,x,3,45.063504095581166,0.12501491976466172,0.9994396369352656,1.3120218808015156,1,2,3
K4_T1-4,4,eulerian,A_common_dense,x,4,7.865922144033672,0.021821596998442726,0.9998860118019763,1.3120218808015156,1,2,3
K4_T1-4,4,eulerian,A_common_dense,x,5,3.140071745290906,0.008711169385767254,0.9999571461882126,1.3120218808015156,1,2,3
K4_T1-4,4,eulerian,A_common_dense,x,6,1.8502189562150702,0.005132867028442301,0.9999818433302154,1.3120218808015156,1,2,3
K4_T1-4,4,eulerian,A_common_dense,x,7,1.197637330065745,0.0033224787492727244,0.9999921912033432,1.3120218808015156,1,2,3
K4_T1-4,4,eulerian,A_common_dense,x,8,0.8456823238412601,0.0023460871493074763,0.9999973507904988,1.3120218808015156,1,2,3
K4_T1-4,4,eulerian,A_common_dense,x,9,0.4600707033185538,0.0012763255591364535,0.999998877827654,1.3120218808015156,1,2,3
K4_T1-4,4,eulerian,A_common_dense,x,10,0.39439332659107745,0.0010941237497848358,0.9999999999999999,1.3120218808015156,1,2,3
K4_T1-4,4,eulerian,A_common_dense,y,1,361.0651794400754,1.0,0.940527854481806,1.290771634912975,1,2,3
K4_T1-4,4,eulerian,A_common_dense,y,2,82.30661147814804,0.22795499584253917,0.9894009549594803,1.290771634912975,1,2,3
K4_T1-4,4,eulerian,A_common_dense,y,3,37.59806347805479,0.1041309592255899,0.9995993398901976,1.290771634912975,1,2,3
K4_T1-4,4,eulerian,A_common_dense,y,4,7.106162583193507,0.019681107422802286,0.9999636495825387,1.290771634912975,1,2,3
K4_T1-4,4,eulerian,A_common_dense,y,5,1.8955634015880714,0.005249920262395923,0.9999895720940817,1.290771634912975,1,2,3
K4_T1-4,4,eulerian,A_common_dense,y,6,1.0813273671127077,0.0029948259446939316,0.999998007671892,1.290771634912975,1,2,3
K4_T1-4,4,eulerian,A_common_dense,y,7,0.5255090599106685,0.0014554409836074632,0.9999999999999999,1.290771634912975,1,2,3
K4_T1-4,4,eulerian,A_common_dense,z,1,350.60624042332944,1.0,0.8868286808402653,1.4330418547328936,2,2,2
K4_T1-4,4,eulerian,A_common_dense,z,2,124.57483226375432,0.3553126496360704,0.9987882113621498,1.4330418547328936,2,2,2
K4_T1-4,4,eulerian,A_common_dense,z,3,12.959368714735415,0.03696274401473287,0.999999836121102,1.4330418547328936,2,2,2
K4_T1-4,4,eulerian,A_common_dense,z,4,0.15071667132521288,0.0004298744687009403,0.9999999999999998,1.4330418547328936,2,2,2
K4_T1-4,4,eulerian,A_common_dense,z,5,4.014967625505572e-06,1.145150075097869e-08,0.9999999999999999,1.4330418547328936,2,2,2
K4_T1-4,4,eulerian,A_common_dense,time,1,343.18930936690845,1.0,0.8497045582244009,1.623868087799624,2,2,3
K4_T1-4,4,eulerian,A_common_dense,time,2,135.13474745523862,0.39376152976479867,0.981449671500237,1.623868087799624,2,2,3
K4_T1-4,4,eulerian,A_common_dense,time,3,48.48666055040938,0.1412825493890068,0.9984104192058046,1.623868087799624,2,2,3
K4_T1-4,4,eulerian,A_common_dense,time,4,14.843662804921388,0.043252113046015145,1.0,1.623868087799624,2,2,3
K4_T1-4,4,eulerian,A_common_dense,component,1,357.68667481821853,1.0,0.9230090711257389,1.3650493700530866,1,2,3
K4_T1-4,4,eulerian,A_common_dense,component,2,91.6684766924323,0.2562814975956807,0.98363249706627,1.3650493700530866,1,2,3
K4_T1-4,4,eulerian,A_common_dense,component,3,47.6311415850855,0.13316442836259507,1.0,1.3650493700530866,1,2,3
K4_T1-4,4,storm_relative,A_common_dense,x,1,397.814274143846,1.0,0.9500009209573215,1.233378578975938,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,x,2,88.87140409862097,0.22339923395128322,0.9974128237632582,1.233378578975938,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,x,3,19.659038180879257,0.049417628925428475,0.9997328229585107,1.233378578975938,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,x,4,5.934883904863596,0.01491873039909472,0.9999442632543717,1.233378578975938,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,x,5,2.172862094491533,0.005462001330062496,0.9999726050674501,1.233378578975938,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,x,6,1.6873717887248911,0.004241606946750113,0.9999896967520354,1.233378578975938,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,x,7,0.9786629978144181,0.0024601002563838185,0.9999954462462171,1.233378578975938,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,x,8,0.7061978244367784,0.001775194783939361,0.9999984399998142,1.233378578975938,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,x,9,0.4536127429844193,0.0011402626111409896,0.9999996751898929,1.233378578975938,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,x,10,0.23261253617815617,0.0005847264698552411,1.0,1.233378578975938,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,y,1,402.17075107731375,1.0,0.9709218313067407,1.1559303511352879,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,y,2,63.98927618606299,0.15910972146694383,0.9955015946604432,1.1559303511352879,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,y,3,26.81419325151306,0.06667365336659768,0.9998177073189111,1.1559303511352879,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,y,4,5.047039126631555,0.012549493251589812,0.9999706175853671,1.1559303511352879,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,y,5,2.0722598985729683,0.0051526867456718525,0.9999963957354329,1.1559303511352879,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,y,6,0.685557057128782,0.0017046417604769815,0.9999992170435191,1.1559303511352879,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,y,7,0.361149618699818,0.0008980007067455539,1.0,1.1559303511352879,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,z,1,398.87795285969435,1.0,0.9550879515688443,1.2073798511293279,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,z,2,85.42233031991371,0.21415656018963045,0.9988911811144879,1.2073798511293279,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,z,3,13.590296678069834,0.03407131575118726,0.9999998993154188,1.2073798511293279,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,z,4,0.12950896507544218,0.0003246831872931244,0.9999999999999999,1.2073798511293279,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,z,5,3.4888594358787773e-06,8.746684069314773e-09,1.0,1.2073798511293279,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,time,1,397.49637264653785,1.0,0.9484831974115573,1.2530056322290177,1,2,2
K4_T1-4,4,storm_relative,A_common_dense,time,2,86.70695221983662,0.2181326879602453,0.9936138011875744,1.2530056322290177,1,2,2
K4_T1-4,4,storm_relative,A_common_dense,time,3,28.990914824523667,0.07293378460664092,0.9986591028937349,1.2530056322290177,1,2,2
K4_T1-4,4,storm_relative,A_common_dense,time,4,14.945693641445109,0.037599572398450874,1.0,1.2530056322290177,1,2,2
K4_T1-4,4,storm_relative,A_common_dense,component,1,398.4047854228661,1.0,0.9528233567340789,1.2348288719688447,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,component,2,81.20400906954663,0.20382287573016183,0.9924072260391889,1.2348288719688447,1,1,2
K4_T1-4,4,storm_relative,A_common_dense,component,3,35.5646537223111,0.08926763689488028,1.0,1.2348288719688447,1,1,2
K4_T2-5,4,eulerian,A_common_dense,x,1,311.4264643665108,1.0,0.6708269736245943,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,2,165.42001987041843,0.5311687951982762,0.8600942898269266,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,3,138.89768130607277,0.4460047465414089,0.9935353483518935,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,4,26.15181358995479,0.08397428151506517,0.998265805475727,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,5,13.012363456061973,0.04178310113281836,0.9994369536810404,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,6,6.484296339362142,0.020821275907146154,0.9997277743005886,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,7,4.399975492678835,0.014128457263993477,0.9998616802896492,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,8,2.639366939489658,0.008475088797795445,0.9999098638659788,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,9,2.3521521703847683,0.007552833299409562,0.9999481313857983,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,10,2.097339527451049,0.006734622029368503,0.9999785568329963,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,11,1.0573816666403413,0.0033952852041370914,0.9999862901006001,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,12,0.8907088568290831,0.0028600936617282076,0.9999917775563117,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,13,0.6931374251820691,0.0022256856898530348,0.9999951006163211,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,14,0.521178117400416,0.001673519039111118,0.9999969793786008,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,15,0.38127522124584273,0.0012242865166305471,0.9999979848660411,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,16,0.3324936867712879,0.0010676475021081815,0.999998749522381,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,17,0.28583759477180654,0.000917833349048367,0.9999993146391365,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,18,0.23457061846758256,0.0007532135040120472,0.9999996952197943,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,x,19,0.20991507838217177,0.0006740438029541621,0.9999999999999998,2.4348491109457115,3,3,3
K4_T2-5,4,eulerian,A_common_dense,y,1,357.2378116285604,1.0,0.8827024402009296,1.4757849289584917,2,2,2
K4_T2-5,4,eulerian,A_common_dense,y,2,126.38036912577594,0.35377097555725845,0.9931760959092228,1.4757849289584917,2,2,2
K4_T2-5,4,eulerian,A_common_dense,y,3,30.519827042948904,0.08543280148262142,0.999618732322178,1.4757849289584917,2,2,2
K4_T2-5,4,eulerian,A_common_dense,y,4,6.851711949604049,0.019179694104520344,0.9999434438296598,1.4757849289584917,2,2,2
K4_T2-5,4,eulerian,A_common_dense,y,5,2.644596269776655,0.007402901327047614,0.9999918185256408,1.4757849289584917,2,2,2
K4_T2-5,4,eulerian,A_common_dense,y,6,1.087592098005165,0.0030444484391142605,0.9999999999999998,1.4757849289584917,2,2,2
K4_T2-5,4,eulerian,A_common_dense,z,1,351.1135243323532,1.0,0.8526967404249335,1.5267307866005455,2,2,2
K4_T2-5,4,eulerian,A_common_dense,z,2,145.52229269977593,0.414459377423551,0.9991700664644034,1.5267307866005455,2,2,2
K4_T2-5,4,eulerian,A_common_dense,z,3,10.953795724539658,0.031197305046475887,0.9999999721917631,1.5267307866005455,2,2,2
K4_T2-5,4,eulerian,A_common_dense,z,4,0.06340696749881808,0.00018058822319472662,0.9999999999999999,1.5267307866005455,2,2,2
K4_T2-5,4,eulerian,A_common_dense,time,1,314.2461193843191,1.0,0.6830292986193932,2.0831759279619995,2,2,3
K4_T2-5,4,eulerian,A_common_dense,time,2,203.67610754401633,0.6481419975624997,0.9699617440891946,2.0831759279619995,2,2,3
K4_T2-5,4,eulerian,A_common_dense,time,3,62.403952271556086,0.19858304819744432,0.9968971595493403,2.0831759279619995,2,2,3
K4_T2-5,4,eulerian,A_common_dense,time,4,21.18019620795966,0.0674000246986552,1.0000000000000002,2.0831759279619995,2,2,3
K4_T2-5,4,eulerian,A_common_dense,component,1,325.69892431732575,1.0,0.7337230032676865,1.9831898726141866,2,2,3
K4_T2-5,4,eulerian,A_common_dense,component,2,182.52711143285683,0.5604166848737339,0.9641610835162404,1.9831898726141866,2,2,3
K4_T2-5,4,eulerian,A_common_dense,component,3,71.98262702498437,0.2210097167986109,1.0,1.9831898726141866,2,2,3
K4_T2-5,4,storm_relative,A_common_dense,x,1,340.48995229119566,1.0,0.7637268494016914,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,2,164.23022897851243,0.4823350230260497,0.9414056665843946,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,3,88.76030243270382,0.26068405788607163,0.9933056243331702,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,4,24.67500906610064,0.07246912544719658,0.9973165452532351,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,5,17.30257124452236,0.05081668674241747,0.9992887443244353,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,6,7.6857623241728446,0.022572655294097445,0.9996778820694483,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,7,5.663158413963938,0.016632380414916506,0.9998891564699336,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,8,2.552084664940358,0.007495330325512074,0.9999320626265293,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,9,2.242129412504956,0.006585009036000657,0.9999651796128983,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,10,1.3873112750471333,0.004074455841389027,0.9999778583877414,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,11,1.139822149646823,0.003347594083105331,0.9999864170057253,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,12,0.9754911472350579,0.002864963094126176,0.9999926856860389,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,13,0.6741988105992851,0.001980084305168257,0.9999956800557538,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,14,0.553250512710004,0.0016248658998220603,0.9999976964391275,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,15,0.358777023029558,0.0010537081068481067,0.9999985444056398,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,16,0.3141659426105858,0.0009226878517164086,0.9999991946066863,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,17,0.24388241601209,0.000716269053964669,0.999999586430146,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,18,0.1912580938799846,0.0005617143548377481,0.9999998274035452,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,x,19,0.16186434950877146,0.00047538656697376184,0.9999999999999998,2.027578838226722,2,3,3
K4_T2-5,4,storm_relative,A_common_dense,y,1,370.4002865398801,1.0,0.9037994767957984,1.3980388316497556,1,2,2
K4_T2-5,4,storm_relative,A_common_dense,y,2,118.19309573739042,0.31909558397348825,0.9958261396308512,1.3980388316497556,1,2,2
K4_T2-5,4,storm_relative,A_common_dense,y,3,24.16072477800107,0.06522868814087633,0.9996716091563282,1.3980388316497556,1,2,2
K4_T2-5,4,storm_relative,A_common_dense,y,4,6.819442704725207,0.01841100817828599,0.9999779657467511,1.3980388316497556,1,2,2
K4_T2-5,4,storm_relative,A_common_dense,y,5,1.7131816155496884,0.004625216766308398,0.9999973003946747,1.3980388316497556,1,2,2
K4_T2-5,4,storm_relative,A_common_dense,y,6,0.6401553939974457,0.0017282799642988984,0.9999999999999997,1.3980388316497556,1,2,2
K4_T2-5,4,storm_relative,A_common_dense,z,1,366.79217084279907,1.0,0.8862771895393109,1.4307467076196494,2,2,2
K4_T2-5,4,storm_relative,A_common_dense,z,2,131.01720178032815,0.35719737822997294,0.9993572669182169,1.4307467076196494,2,2,2
K4_T2-5,4,storm_relative,A_common_dense,z,3,9.877416734441558,0.026929191841106263,0.9999999786275763,1.4307467076196494,2,2,2
K4_T2-5,4,storm_relative,A_common_dense,z,4,0.05695897404830809,0.00015528950336488983,0.9999999999999999,1.4307467076196494,2,2,2
K4_T2-5,4,storm_relative,A_common_dense,time,1,366.24986148557036,1.0,0.8836583708402072,1.5184605465758874,2,2,3
K4_T2-5,4,storm_relative,A_common_dense,time,2,122.12618286719052,0.33345045475737906,0.9819116432729253,1.5184605465758874,2,2,3
K4_T2-5,4,storm_relative,A_common_dense,time,3,48.11855095133521,0.13138175877025143,0.9971646175743112,1.5184605465758874,2,2,3
K4_T2-5,4,storm_relative,A_common_dense,time,4,20.74632097564984,0.056645266407745004,1.0,1.5184605465758874,2,2,3
K4_T2-5,4,storm_relative,A_common_dense,component,1,343.19987497539836,1.0,0.7759320655790463,1.8319135620528135,2,2,3
K4_T2-5,4,storm_relative,A_common_dense,component,2,174.8617227350742,0.5095040397308095,0.9773596585916382,1.8319135620528135,2,2,3
K4_T2-5,4,storm_relative,A_common_dense,component,3,58.624176741202646,0.17081642802289776,1.0,1.8319135620528135,2,2,3
K4_T3-6,4,eulerian,A_common_dense,x,1,398.70931584698826,1.0,0.9168354387814858,1.4055311233720167,1,2,3
K4_T3-6,4,eulerian,A_common_dense,x,2,100.20011851450458,0.2513112047599062,0.9747403094776108,1.4055311233720167,1,2,3
K4_T3-6,4,eulerian,A_common_dense,x,3,65.49892093867861,0.1642773778674762,0.9994829996127021,1.4055311233720167,1,2,3
K4_T3-6,4,eulerian,A_common_dense,x,4,8.11284285129832,0.02034776346788889,0.9998625983446368,1.4055311233720167,1,2,3
K4_T3-6,4,eulerian,A_common_dense,x,5,4.324678496155605,0.010846695385003938,0.9999704647681884,1.4055311233720167,1,2,3
K4_T3-6,4,eulerian,A_common_dense,x,6,1.8081361164917478,0.0045349733367796505,0.9999893203903878,1.4055311233720167,1,2,3
K4_T3-6,4,eulerian,A_common_dense,x,7,1.0788251736007044,0.0027057937467774708,0.9999960328358392,1.4055311233720167,1,2,3
K4_T3-6,4,eulerian,A_common_dense,x,8,0.7176576378378191,0.001799952018460569,0.9999990032242947,1.4055311233720167,1,2,3
K4_T3-6,4,eulerian,A_common_dense,x,9,0.4157281276557606,0.001042684760883048,1.0000000000000002,1.4055311233720167,1,2,3
K4_T3-6,4,eulerian,A_common_dense,y,1,342.3888609516944,1.0,0.676110810645326,2.077257500025281,2,2,3
K4_T3-6,4,eulerian,A_common_dense,y,2,227.74241096936478,0.665157185126696,0.9752452757571003,2.077257500025281,2,2,3
K4_T3-6,4,eulerian,A_common_dense,y,3,59.658549515050765,0.17424208646632236,0.9957722059766448,2.077257500025281,2,2,3
K4_T3-6,4,eulerian,A_common_dense,y,4,24.215105260871244,0.07072398673707907,0.9991540326732412,2.077257500025281,2,2,3
K4_T3-6,4,eulerian,A_common_dense,y,5,11.36047689136383,0.033180042305659616,0.9998983733465718,2.077257500025281,2,2,3
K4_T3-6,4,eulerian,A_common_dense,y,6,3.316429319518835,0.009686148405355774,0.9999618070573386,2.077257500025281,2,2,3
K4_T3-6,4,eulerian,A_common_dense,y,7,2.106567314147805,0.006152557966671141,0.9999874005353658,2.077257500025281,2,2,3
K4_T3-6,4,eulerian,A_common_dense,y,8,1.2321544583797743,0.0035986990200408756,0.9999961565994485,2.077257500025281,2,2,3
K4_T3-6,4,eulerian,A_common_dense,y,9,0.6803989504561057,0.001987211115936681,0.9999988265664617,2.077257500025281,2,2,3
