window,representation,domain,rank_name,z_m,component,rmse_m_s
K3_T3-5,eulerian,B_structured_missing,moderate_temporal,6605.263157894737,w,nan
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,500.0,u,0.4824119976378938
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,500.0,v,0.5571549615525732
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,500.0,w,0.10354259981052225
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,1263.157894736842,u,0.39357607887286244
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,1263.157894736842,v,0.36841231205534875
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,1263.157894736842,w,0.10663634024344028
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,2026.3157894736842,u,0.2963432315305081
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,2026.3157894736842,v,0.2536672406392791
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,2026.3157894736842,w,0.12236902258113685
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,2789.4736842105262,u,0.28472951603580327
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,2789.4736842105262,v,0.28990485976146124
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,2789.4736842105262,w,0.1464058729709811
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,3552.6315789473683,u,0.3285694109236706
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,3552.6315789473683,v,0.30609553424187114
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,3552.6315789473683,w,0.1309003661266381
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,4315.78947368421,u,0.39895761466195084
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,4315.78947368421,v,0.3963012203827375
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,4315.78947368421,w,0.12299720869151365
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,5078.9473684210525,u,0.5626725295621334
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,5078.9473684210525,v,0.36389611274148054
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,5078.9473684210525,w,0.07425419709068531
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,5842.105263157895,u,1.3471824777626267
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,5842.105263157895,v,0.2851593542467736
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,5842.105263157895,w,0.060302906081214525
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,6605.263157894737,u,nan
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,6605.263157894737,v,nan
K3_T3-5,eulerian,B_structured_missing,compact_rt_full,6605.263157894737,w,nan
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,500.0,u,3.828896044406196
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,500.0,v,1.2742332367880818
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,500.0,w,0.24624963699308813
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,1263.157894736842,u,3.176967922793805
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,1263.157894736842,v,1.2789163071186453
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,1263.157894736842,w,0.1977853542331511
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,2026.3157894736842,u,2.2724360095627434
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,2026.3157894736842,v,1.183762625493422
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,2026.3157894736842,w,0.16091813973779287
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,2789.4736842105262,u,0.33092164747913344
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,2789.4736842105262,v,0.30805381232797496
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,2789.4736842105262,w,0.09016855808375944
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,3552.6315789473683,u,0.3566267949901066
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,3552.6315789473683,v,0.3107017579463297
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,3552.6315789473683,w,0.08624369439170881
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,4315.78947368421,u,0.7458298423550106
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,4315.78947368421,v,0.5962562768657995
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,4315.78947368421,w,0.1088616319891579
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,5078.9473684210525,u,1.3254999818170192
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,5078.9473684210525,v,0.5285778429480203
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,5078.9473684210525,w,0.07452676688771352
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,5842.105263157895,u,1.1731969645659768
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,5842.105263157895,v,0.23839988099151846
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,5842.105263157895,w,0.057520587161383176
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,6605.263157894737,u,nan
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,6605.263157894737,v,nan
K3_T3-5,eulerian,B_structured_missing,moderate_rt_full,6605.263157894737,w,nan
K3_T3-5,storm_relative,A_common_dense,aggressive_temporal,2026.3157894736842,u,1.6368952042115843
K3_T3-5,storm_relative,A_common_dense,aggressive_temporal,2026.3157894736842,v,1.2598261276705567
K3_T3-5,storm_relative,A_common_dense,aggressive_temporal,2026.3157894736842,w,0.810389561363232
K3_T3-5,storm_relative,A_common_dense,aggressive_temporal,2789.4736842105262,u,1.6197168576136867
K3_T3-5,storm_relative,A_common_dense,aggressive_temporal,2789.4736842105262,v,1.1577807291440612
K3_T3-5,storm_relative,A_common_dense,aggressive_temporal,2789.4736842105262,w,0.7294155870629846
K3_T3-5,storm_relative,A_common_dense,aggressive_temporal,3552.6315789473683,u,1.4829890260473235
K3_T3-5,storm_relative,A_common_dense,aggressive_temporal,3552.6315789473683,v,1.1012905399947617
K3_T3-5,storm_relative,A_common_dense,aggressive_temporal,3552.6315789473683,w,0.624572442423085
K3_T3-5,storm_relative,A_common_dense,aggressive_temporal,4315.78947368421,u,1.2959461755143098
K3_T3-5,storm_relative,A_common_dense,aggressive_temporal,4315.78947368421,v,1.0145415691026438
K3_T3-5,storm_relative,A_common_dense,aggressive_temporal,4315.78947368421,w,0.5036074130685992
K3_T3-5,storm_relative,A_common_dense,compact_temporal,2026.3157894736842,u,0.5384626615069042
K3_T3-5,storm_relative,A_common_dense,compact_temporal,2026.3157894736842,v,0.5355341491735923
K3_T3-5,storm_relative,A_common_dense,compact_temporal,2026.3157894736842,w,0.5343239628026926
K3_T3-5,storm_relative,A_common_dense,compact_temporal,2789.4736842105262,u,0.5162825620395325
K3_T3-5,storm_relative,A_common_dense,compact_temporal,2789.4736842105262,v,0.5288319095497066
K3_T3-5,storm_relative,A_common_dense,compact_temporal,2789.4736842105262,w,0.4630415763766102
K3_T3-5,storm_relative,A_common_dense,compact_temporal,3552.6315789473683,u,0.48923787264446417
K3_T3-5,storm_relative,A_common_dense,compact_temporal,3552.6315789473683,v,0.5684757625226668
K3_T3-5,storm_relative,A_common_dense,compact_temporal,3552.6315789473683,w,0.38501811232064304
K3_T3-5,storm_relative,A_common_dense,compact_temporal,4315.78947368421,u,0.4634842316393801
K3_T3-5,storm_relative,A_common_dense,compact_temporal,4315.78947368421,v,0.5809955594984345
K3_T3-5,storm_relative,A_common_dense,compact_temporal,4315.78947368421,w,0.30656109350989147
K3_T3-5,storm_relative,A_common_dense,moderate_temporal,2026.3157894736842,u,0.05463961147817128
K3_T3-5,storm_relative,A_common_dense,moderate_temporal,2026.3157894736842,v,0.07053274208121388
K3_T3-5,storm_relative,A_common_dense,moderate_temporal,2026.3157894736842,w,0.03449756273525919
K3_T3-5,storm_relative,A_common_dense,moderate_temporal,2789.4736842105262,u,0.05097503060367845
K3_T3-5,storm_relative,A_common_dense,moderate_temporal,2789.4736842105262,v,0.06813870624588825
K3_T3-5,storm_relative,A_common_dense,moderate_temporal,2789.4736842105262,w,0.03591316343475159
K3_T3-5,storm_relative,A_common_dense,moderate_temporal,3552.6315789473683,u,0.049434374281299195
K3_T3-5,storm_relative,A_common_dense,moderate_temporal,3552.6315789473683,v,0.06948671658594333
K3_T3-5,storm_relative,A_common_dense,moderate_temporal,3552.6315789473683,w,0.035226085134607524
K3_T3-5,storm_relative,A_common_dense,moderate_temporal,4315.78947368421,u,0.04700841723342762
K3_T3-5,storm_relative,A_common_dense,moderate_temporal,4315.78947368421,v,0.06709804865193358
K3_T3-5,storm_relative,A_common_dense,moderate_temporal,4315.78947368421,w,0.03374601971488058
K3_T3-5,storm_relative,A_common_dense,compact_rt_full,2026.3157894736842,u,0.4651776131255005
K3_T3-5,storm_relative,A_common_dense,compact_rt_full,2026.3157894736842,v,0.42245913310239275
K3_T3-5,storm_relative,A_common_dense,compact_rt_full,2026.3157894736842,w,0.3935349260678405
K3_T3-5,storm_relative,A_common_dense,compact_rt_full,2789.4736842105262,u,0.3934610971384247
K3_T3-5,storm_relative,A_common_dense,compact_rt_full,2789.4736842105262,v,0.45697729500276263
K3_T3-5,storm_relative,A_common_dense,compact_rt_full,2789.4736842105262,w,0.3296128968442353
K3_T3-5,storm_relative,A_common_dense,compact_rt_full,3552.6315789473683,u,0.3285168862368036
K3_T3-5,storm_relative,A_common_dense,compact_rt_full,3552.6315789473683,v,0.4856125289522668
K3_T3-5,storm_relative,A_common_dense,compact_rt_full,3552.6315789473683,w,0.2656521867751363
K3_T3-5,storm_relative,A_common_dense,compact_rt_full,4315.78947368421,u,0.2947919520406317
K3_T3-5,storm_relative,A_common_dense,compact_rt_full,4315.78947368421,v,0.4833870968655603
K3_T3-5,storm_relative,A_common_dense,compact_rt_full,4315.78947368421,w,0.20881956028310888
K3_T3-5,storm_relative,A_common_dense,moderate_rt_full,2026.3157894736842,u,0.05463961147817128
K3_T3-5,storm_relative,A_common_dense,moderate_rt_full,2026.3157894736842,v,0.07053274208121388
K3_T3-5,storm_relative,A_common_dense,moderate_rt_full,2026.3157894736842,w,0.03449756273525919
K3_T3-5,storm_relative,A_common_dense,moderate_rt_full,2789.4736842105262,u,0.05097503060367845
K3_T3-5,storm_relative,A_common_dense,moderate_rt_full,2789.4736842105262,v,0.06813870624588825
K3_T3-5,storm_relative,A_common_dense,moderate_rt_full,2789.4736842105262,w,0.03591316343475159
K3_T3-5,storm_relative,A_common_dense,moderate_rt_full,3552.6315789473683,u,0.049434374281299195
K3_T3-5,storm_relative,A_common_dense,moderate_rt_full,3552.6315789473683,v,0.06948671658594333
K3_T3-5,storm_relative,A_common_dense,moderate_rt_full,3552.6315789473683,w,0.035226085134607524
K3_T3-5,storm_relative,A_common_dense,moderate_rt_full,4315.78947368421,u,0.04700841723342762
K3_T3-5,storm_relative,A_common_dense,moderate_rt_full,4315.78947368421,v,0.06709804865193358
K3_T3-5,storm_relative,A_common_dense,moderate_rt_full,4315.78947368421,w,0.03374601971488058
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,500.0,u,1.9375552942284708
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,500.0,v,2.4523010545115254
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,500.0,w,0.9036672852748534
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,1263.157894736842,u,1.7281151113673918
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,1263.157894736842,v,1.733184961828951
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,1263.157894736842,w,0.8425941277993282
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,2026.3157894736842,u,1.6814584089239255
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,2026.3157894736842,v,1.33519408061642
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,2026.3157894736842,w,0.8197201252617469
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,2789.4736842105262,u,1.6382756778682537
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,2789.4736842105262,v,1.305059336241811
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,2789.4736842105262,w,0.861632250707483
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,3552.6315789473683,u,1.5825515507322427
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,3552.6315789473683,v,1.3542393081770965
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,3552.6315789473683,w,0.7722579630984826
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,4315.78947368421,u,1.5320800684942588
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,4315.78947368421,v,1.2802498354137002
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,4315.78947368421,w,0.7020452510308844
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,5078.9473684210525,u,1.9676129975256769
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,5078.9473684210525,v,1.4517374475341538
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,5078.9473684210525,w,0.39427378447861017
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,5842.105263157895,u,2.5902483741463387
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,5842.105263157895,v,0.7194161914469754
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,5842.105263157895,w,0.25729653223827464
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,6605.263157894737,u,nan
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,6605.263157894737,v,nan
K3_T3-5,storm_relative,B_structured_missing,aggressive_temporal,6605.263157894737,w,nan
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,500.0,u,0.8580413327498789
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,500.0,v,1.2584590435672853
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,500.0,w,0.44844631399820223
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,1263.157894736842,u,0.6564320800601045
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,1263.157894736842,v,0.9053271126061407
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,1263.157894736842,w,0.43099175035145587
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,2026.3157894736842,u,0.5671691080250152
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,2026.3157894736842,v,0.6698299961810191
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,2026.3157894736842,w,0.41585849914009243
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,2789.4736842105262,u,0.6137842087977021
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,2789.4736842105262,v,0.6637155458701426
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,2789.4736842105262,w,0.40093670893277983
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,3552.6315789473683,u,0.6968668048106786
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,3552.6315789473683,v,0.6803505544887998
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,3552.6315789473683,w,0.3631220205519111
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,4315.78947368421,u,0.7458248797689228
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,4315.78947368421,v,0.7099251757196882
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,4315.78947368421,w,0.32586225094444177
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,5078.9473684210525,u,0.7929911112099434
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,5078.9473684210525,v,0.693329433835701
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,5078.9473684210525,w,0.17113086005266187
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,5842.105263157895,u,1.21470078062647
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,5842.105263157895,v,0.4101310826763782
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,5842.105263157895,w,0.18244667900690345
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,6605.263157894737,u,nan
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,6605.263157894737,v,nan
K3_T3-5,storm_relative,B_structured_missing,compact_temporal,6605.263157894737,w,nan
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,500.0,u,3.8057130986823173
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,500.0,v,1.2532297050943044
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,500.0,w,0.27284219480337457
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,1263.157894736842,u,3.248497671223698
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,1263.157894736842,v,1.26748883063909
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,1263.157894736842,w,0.22374805048999008
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,2026.3157894736842,u,2.1180980124923456
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,2026.3157894736842,v,1.1668745223918364
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,2026.3157894736842,w,0.18193174325249095
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,2789.4736842105262,u,0.3467226067659282
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,2789.4736842105262,v,0.30281520686418395
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,2789.4736842105262,w,0.09162402512377205
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,3552.6315789473683,u,0.37455714708266763
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,3552.6315789473683,v,0.3326121585081847
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,3552.6315789473683,w,0.09155864596592203
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,4315.78947368421,u,0.8860817886066078
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,4315.78947368421,v,0.7661820013922033
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,4315.78947368421,w,0.1368272350979083
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,5078.9473684210525,u,1.3745400041569589
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,5078.9473684210525,v,0.541771654529051
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,5078.9473684210525,w,0.10335984351387614
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,5842.105263157895,u,1.2533039834884783
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,5842.105263157895,v,0.12230353658929265
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,5842.105263157895,w,0.07867981056409781
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,6605.263157894737,u,nan
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,6605.263157894737,v,nan
K3_T3-5,storm_relative,B_structured_missing,moderate_temporal,6605.263157894737,w,nan
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,500.0,u,0.5263857740233754
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,500.0,v,0.5504772467682517
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,500.0,w,0.11545413224175896
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,1263.157894736842,u,0.4484060528015309
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,1263.157894736842,v,0.3712278716276665
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,1263.157894736842,w,0.11639207697161855
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,2026.3157894736842,u,0.3390434990306647
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,2026.3157894736842,v,0.244975514699917
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,2026.3157894736842,w,0.12005170081266912
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,2789.4736842105262,u,0.2997252319422809
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,2789.4736842105262,v,0.2904835442385654
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,2789.4736842105262,w,0.1404024285430504
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,3552.6315789473683,u,0.36683553756029563
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,3552.6315789473683,v,0.3260653240866769
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,3552.6315789473683,w,0.12090204065345893
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,4315.78947368421,u,0.4494806245509303
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,4315.78947368421,v,0.4167642418805209
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,4315.78947368421,w,0.12000628595091091
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,5078.9473684210525,u,0.678709661817971
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,5078.9473684210525,v,0.42137588557661654
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,5078.9473684210525,w,0.08421248730508797
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,5842.105263157895,u,0.9220087754104809
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,5842.105263157895,v,0.15521275588751504
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,5842.105263157895,w,0.044200807167991345
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,6605.263157894737,u,nan
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,6605.263157894737,v,nan
K3_T3-5,storm_relative,B_structured_missing,compact_rt_full,6605.263157894737,w,nan
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,500.0,u,3.8057130986823173
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,500.0,v,1.2532297050943044
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,500.0,w,0.27284219480337457
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,1263.157894736842,u,3.248497671223698
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,1263.157894736842,v,1.26748883063909
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,1263.157894736842,w,0.22374805048999008
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,2026.3157894736842,u,2.1180980124923456
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,2026.3157894736842,v,1.1668745223918364
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,2026.3157894736842,w,0.18193174325249095
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,2789.4736842105262,u,0.3467226067659282
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,2789.4736842105262,v,0.30281520686418395
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,2789.4736842105262,w,0.09162402512377205
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,3552.6315789473683,u,0.37455714708266763
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,3552.6315789473683,v,0.3326121585081847
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,3552.6315789473683,w,0.09155864596592203
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,4315.78947368421,u,0.8860817886066078
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,4315.78947368421,v,0.7661820013922033
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,4315.78947368421,w,0.1368272350979083
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,5078.9473684210525,u,1.3745400041569589
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,5078.9473684210525,v,0.541771654529051
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,5078.9473684210525,w,0.10335984351387614
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,5842.105263157895,u,1.2533039834884783
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,5842.105263157895,v,0.12230353658929265
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,5842.105263157895,w,0.07867981056409781
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,6605.263157894737,u,nan
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,6605.263157894737,v,nan
K3_T3-5,storm_relative,B_structured_missing,moderate_rt_full,6605.263157894737,w,nan
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,1263.157894736842,u,2.103690259035476
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,1263.157894736842,v,2.854521397616973
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,1263.157894736842,w,1.2411196686121193
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,2026.3157894736842,u,2.827350488475536
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,2026.3157894736842,v,2.6400432233625497
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,2026.3157894736842,w,1.1318567837140596
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,2789.4736842105262,u,3.29241391554565
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,2789.4736842105262,v,2.562156603606486
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,2789.4736842105262,w,1.0759047499013816
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,3552.6315789473683,u,3.37771971827137
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,3552.6315789473683,v,2.3892311928020904
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,3552.6315789473683,w,0.9332718377906896
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,4315.78947368421,u,3.1291886825096094
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,4315.78947368421,v,2.1055008231519188
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,4315.78947368421,w,0.7163543566214516
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,5078.9473684210525,u,2.6833030198307006
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,5078.9473684210525,v,1.822969082252342
K3_T4-6,eulerian,A_common_dense,aggressive_temporal,5078.9473684210525,w,0.58452999785927
K3_T4-6,eulerian,A_common_dense,compact_temporal,1263.157894736842,u,0.45828618916060826
K3_T4-6,eulerian,A_common_dense,compact_temporal,1263.157894736842,v,0.6338338171277653
K3_T4-6,eulerian,A_common_dense,compact_temporal,1263.157894736842,w,0.681318495206144
K3_T4-6,eulerian,A_common_dense,compact_temporal,2026.3157894736842,u,0.4485514117371249
K3_T4-6,eulerian,A_common_dense,compact_temporal,2026.3157894736842,v,0.6752190177006324
K3_T4-6,eulerian,A_common_dense,compact_temporal,2026.3157894736842,w,0.6548672457103242
K3_T4-6,eulerian,A_common_dense,compact_temporal,2789.4736842105262,u,0.46535112700798115
K3_T4-6,eulerian,A_common_dense,compact_temporal,2789.4736842105262,v,0.7544526184388783
K3_T4-6,eulerian,A_common_dense,compact_temporal,2789.4736842105262,w,0.5933667602797734
K3_T4-6,eulerian,A_common_dense,compact_temporal,3552.6315789473683,u,0.45562555081689227
K3_T4-6,eulerian,A_common_dense,compact_temporal,3552.6315789473683,v,0.7856685764412804
K3_T4-6,eulerian,A_common_dense,compact_temporal,3552.6315789473683,w,0.5005688175465093
K3_T4-6,eulerian,A_common_dense,compact_temporal,4315.78947368421,u,0.4625662889715273
K3_T4-6,eulerian,A_common_dense,compact_temporal,4315.78947368421,v,0.7548615659328441
K3_T4-6,eulerian,A_common_dense,compact_temporal,4315.78947368421,w,0.385737354239938
K3_T4-6,eulerian,A_common_dense,compact_temporal,5078.9473684210525,u,0.5903103135232443
K3_T4-6,eulerian,A_common_dense,compact_temporal,5078.9473684210525,v,0.6705135051662932
K3_T4-6,eulerian,A_common_dense,compact_temporal,5078.9473684210525,w,0.2625123327526134
K3_T4-6,eulerian,A_common_dense,moderate_temporal,1263.157894736842,u,0.04378703936986086
K3_T4-6,eulerian,A_common_dense,moderate_temporal,1263.157894736842,v,0.06861994373680402
K3_T4-6,eulerian,A_common_dense,moderate_temporal,1263.157894736842,w,0.03249181660222173
