window,K,representation,domain,rank_name,ranks,shape,raw_dof,tucker_parameters,parameter_fraction,compression_factor,completion_iterations,relative_frobenius_error,rmse_u_m_s,nrmse_u,rmse_v_m_s,nrmse_v,rmse_w_m_s,nrmse_w,reference_max_speed_m_s,estimate_max_speed_m_s,max_speed_preservation,reference_zeta_max_s-1,estimate_zeta_max_s-1,zeta_preservation,reference_circulation_m2_s-1,estimate_circulation_m2_s-1,circulation_preservation,reference_cyclonic_circulation_m2_s-1,estimate_cyclonic_circulation_m2_s-1,cyclonic_circulation_preservation,circulation_region_coverage,centre_shift_m,reference_column_depth_m,estimate_column_depth_m,column_depth_preservation,observed_fraction,observed_scalar_count,fit_scalar_count,holdout_scalar_count,holdout_fraction_of_observed,parameters_per_observed_scalar,parameters_per_fit_scalar,holdout_relative_frobenius_error,missing_truth_available,holdout_rmse_u_m_s,holdout_rmse_v_m_s,holdout_rmse_w_m_s
K3_T2-4,3,eulerian,B_structured_missing,compact_rt_full,"[12, 20, 5, 3, 3]","[45, 80, 9, 3, 3]",291600,13003,0.04459190672153635,22.425594093670693,6,0.03679635916316407,0.3787812886848869,0.0299068654015308,0.38554439368035026,0.04853438878083962,0.12568102170297504,0.06362428241591658,37.29520024552826,37.89633434066085,1.0161182696747866,0.0036099056005477904,0.003892524320395957,1.0782897812633327,504795.2927453443,502816.09577491693,0.9960792087428878,540440.2800584211,541456.1902361987,1.001879782494502,0.6182965299684543,0.0,4578.9473684210525,4578.9473684210525,1.0,0.14455761316872429,42153,37929,4224,0.100206391004199,0.30847152041373094,0.3428247515093991,0.07148086305073897,False,0.9361625187945549,0.7374600457862247,0.17505845835501163
K3_T2-4,3,eulerian,B_structured_missing,moderate_rt_full,"[23, 40, 7, 3, 3]","[45, 80, 9, 3, 3]",291600,62276,0.21356652949245541,4.6823816558545825,6,0.13243146883608933,1.7570352801325273,0.13872759610462,0.9292752496464198,0.1169821348463037,0.1942290144015715,0.09832575752650961,37.29520024552826,37.931952774175684,1.0170733103577791,0.0036099056005477904,0.007877816322031527,2.1822776531430894,504795.2927453443,498747.4549210186,0.9880192269792487,540440.2800584211,537460.7000880335,0.9944867544475672,0.6182965299684543,5619.576486639956,4578.9473684210525,4578.9473684210525,1.0,0.14455761316872429,42153,37929,4224,0.100206391004199,1.4773800204018694,1.6419098842574285,0.3400368211438561,False,4.96152415379558,2.8146164836074057,0.5422147348616718
K3_T2-4,3,storm_relative,A_common_dense,aggressive_temporal,"[2, 2, 2, 1, 3]","[14, 7, 5, 3, 3]",4410,88,0.019954648526077097,50.11363636363637,0,0.2389792454057113,1.7806182350331072,0.18994280277310183,1.4558034653450718,0.4248108402342243,0.7517731844005997,0.4417150779612313,20.415723989652815,21.134882584044142,1.035225720858874,0.003099843977644531,0.0010121332327333952,0.3265110244362949,178907.13026917566,38972.10278522076,0.21783426253936936,179304.298809563,43890.21941546778,0.24478063106609096,1.0,4500.0,3815.7894736842104,3815.7894736842104,1.0,,,,,,,,,,,,
K3_T2-4,3,storm_relative,A_common_dense,compact_temporal,"[4, 2, 3, 2, 3]","[14, 7, 5, 3, 3]",4410,244,0.055328798185941046,18.07377049180328,0,0.10007979658874892,0.489362513922743,0.0522014689268015,0.7905278508328573,0.23068003926014863,0.40304391376052356,0.236814211364131,20.415723989652815,20.644569616700995,1.01120928296073,0.003099843977644531,0.003102347956218858,1.0008077756791585,178907.13026917566,168626.41497454402,0.9425360225768323,179304.298809563,169362.13625430886,0.9445514545871898,1.0,4500.0,3815.7894736842104,3815.7894736842104,1.0,,,,,,,,,,,,
K3_T2-4,3,storm_relative,A_common_dense,moderate_temporal,"[7, 4, 4, 3, 3]","[14, 7, 5, 3, 3]",4410,1172,0.2657596371882086,3.762798634812287,0,0.009391943893332562,0.046288122540472654,0.00493766465908325,0.06939170618230527,0.020248852067132707,0.045667297574159285,0.026832473313519303,20.415723989652815,20.40034257827887,0.9992465899626317,0.003099843977644531,0.0030859258227572484,0.9955100466385864,178907.13026917566,179024.2242065188,1.0006544956434489,179304.298809563,179612.2168801584,1.0017172932977052,1.0,0.0,3815.7894736842104,3815.7894736842104,1.0,,,,,,,,,,,,
K3_T2-4,3,storm_relative,A_common_dense,compact_rt_full,"[4, 2, 3, 3, 3]","[14, 7, 5, 3, 3]",4410,319,0.07233560090702948,13.824451410658307,0,0.07005680592281306,0.38693577255210065,0.04127536362692306,0.5332246319632031,0.15559765403098622,0.2629152964173949,0.15447963968920356,20.415723989652815,20.07679774888582,0.9833987645533036,0.003099843977644531,0.002821696902171864,0.9102706208833059,178907.13026917566,163723.99429171404,0.9151339806601462,179304.298809563,163892.27880085775,0.914045451720741,1.0,4500.0,3815.7894736842104,3815.7894736842104,1.0,,,,,,,,,,,,
K3_T2-4,3,storm_relative,A_common_dense,moderate_rt_full,"[7, 4, 4, 3, 3]","[14, 7, 5, 3, 3]",4410,1172,0.2657596371882086,3.762798634812287,0,0.009391943893332562,0.046288122540472654,0.00493766465908325,0.06939170618230527,0.020248852067132707,0.045667297574159285,0.026832473313519303,20.415723989652815,20.40034257827887,0.9992465899626317,0.003099843977644531,0.0030859258227572484,0.9955100466385864,178907.13026917566,179024.2242065188,1.0006544956434489,179304.298809563,179612.2168801584,1.0017172932977052,1.0,0.0,3815.7894736842104,3815.7894736842104,1.0,,,,,,,,,,,,
K3_T2-4,3,storm_relative,B_structured_missing,aggressive_temporal,"[6, 10, 3, 1, 3]","[48, 80, 9, 3, 3]",311040,1667,0.005359439300411523,186.58668266346731,6,0.19358344896329785,1.8466984235990882,0.14865805885386954,2.008778171120499,0.253772004007074,0.9168745222818341,0.4507046444786448,37.27442304130637,36.86756907488068,0.9890849023746168,0.003560786006987954,0.0031731063304095645,0.891125252734206,495902.4976820281,313941.8987347355,0.6330718240020532,510158.0896339902,345022.63348188,0.6763053267065007,0.5110410094637224,3685.05629389792,4578.9473684210525,4578.9473684210525,1.0,0.11469907407407408,35676,32118,3558,0.09973091153716784,0.046726090368875435,0.051902360047325485,0.1861334952825722,False,2.156806995845392,2.1290010116710434,0.87521813658216
K3_T2-4,3,storm_relative,B_structured_missing,compact_temporal,"[12, 20, 5, 2, 3]","[48, 80, 9, 3, 3]",311040,9436,0.0303369341563786,32.963119966087326,6,0.08421570209497392,0.7496851880355215,0.0603491849999291,0.819147784835023,0.1034841865190049,0.5789400629325213,0.28458744233514627,37.27442304130637,36.45221262565987,0.9779416997350877,0.003560786006987954,0.003986345231676567,1.1195127210266116,495902.4976820281,485749.6377430422,0.9795264996920909,510158.0896339902,512943.1929206156,1.0054592945661678,0.5110410094637224,2254.4200966765643,4578.9473684210525,4578.9473684210525,1.0,0.11469907407407408,35676,32118,3558,0.09973091153716784,0.2644915349254401,0.2937916433152749,0.09232302797106134,False,1.0657179066282854,0.9837858885787282,0.5868801532496102
K3_T2-4,3,storm_relative,B_structured_missing,moderate_temporal,"[24, 40, 7, 3, 3]","[48, 80, 9, 3, 3]",311040,64913,0.20869663065843622,4.791644200699397,6,0.14115188286681854,1.8213553308605719,0.14661795586590093,1.0210362978316525,0.12898906966923582,0.21351907888906857,0.10495879010860375,37.27442304130637,37.827164631748495,1.0148289777639106,0.003560786006987954,0.007319178903817474,2.0554953006032286,495902.4976820281,485657.28150860785,0.9793402609962464,510158.0896339902,502923.41133993317,0.9858187521847444,0.5110410094637224,7088.137255350838,4578.9473684210525,4578.9473684210525,1.0,0.11469907407407408,35676,32118,3558,0.09973091153716784,1.8195145195649736,2.021078522946634,0.34964386451880985,False,5.034473505141682,3.0693385102126816,0.5869304521041951
K3_T2-4,3,storm_relative,B_structured_missing,compact_rt_full,"[12, 20, 5, 3, 3]","[48, 80, 9, 3, 3]",311040,13039,0.04192065329218107,23.85459007592607,6,0.03914265712991447,0.40492644597377003,0.03259632361614295,0.39881922982163476,0.05038344036362137,0.12552650831548295,0.06170460507744911,37.27442304130637,37.44928824491484,1.0046912920265645,0.003560786006987954,0.00372846651954357,1.047090870450105,495902.4976820281,492894.689750443,0.9939346788014894,510158.0896339902,512047.1182265204,1.0037028298304267,0.5110410094637224,1500.0,4578.9473684210525,4578.9473684210525,1.0,0.11469907407407408,35676,32118,3558,0.09973091153716784,0.36548379863213365,0.40597172924839653,0.06849242301734706,False,0.883306305047902,0.7316335655990586,0.17840823660888594
K3_T2-4,3,storm_relative,B_structured_missing,moderate_rt_full,"[24, 40, 7, 3, 3]","[48, 80, 9, 3, 3]",311040,64913,0.20869663065843622,4.791644200699397,6,0.14115188286681854,1.8213553308605719,0.14661795586590093,1.0210362978316525,0.12898906966923582,0.21351907888906857,0.10495879010860375,37.27442304130637,37.827164631748495,1.0148289777639106,0.003560786006987954,0.007319178903817474,2.0554953006032286,495902.4976820281,485657.28150860785,0.9793402609962464,510158.0896339902,502923.41133993317,0.9858187521847444,0.5110410094637224,7088.137255350838,4578.9473684210525,4578.9473684210525,1.0,0.11469907407407408,35676,32118,3558,0.09973091153716784,1.8195145195649736,2.021078522946634,0.34964386451880985,False,5.034473505141682,3.0693385102126816,0.5869304521041951
K3_T3-5,3,eulerian,A_common_dense,aggressive_temporal,"[3, 2, 2, 1, 3]","[20, 7, 4, 3, 3]",5040,130,0.025793650793650792,38.76923076923077,0,0.3395301822944322,2.05286307988682,0.26220867547094223,2.03900432177931,0.5783104992169497,0.6878695001932092,0.39721070827107713,24.093022729302223,24.510352359895197,1.0173215970151148,0.003765611469745636,0.0029283475014985788,0.7776552427211473,367520.97320929164,328445.40085292753,0.893677979748623,367549.4284071028,328445.40085292753,0.8936087923639399,1.0,3000.0,3052.631578947368,3052.631578947368,1.0,,,,,,,,,,,,
K3_T3-5,3,eulerian,A_common_dense,compact_temporal,"[5, 2, 2, 2, 3]","[20, 7, 4, 3, 3]",5040,257,0.05099206349206349,19.610894941634243,0,0.10825614469497205,0.48512238775400196,0.06196384940650341,0.7246333000941392,0.20552337287886546,0.3724738926369699,0.2150853013038948,24.093022729302223,24.672423957464574,1.0240485070998449,0.003765611469745636,0.0030482526858775774,0.8094973977980485,367520.97320929164,352089.54001315695,0.9580121018363026,367549.4284071028,352089.54001315695,0.9579379337877182,1.0,3000.0,3052.631578947368,3052.631578947368,1.0,,,,,,,,,,,,
K3_T3-5,3,eulerian,A_common_dense,moderate_temporal,"[10, 4, 3, 3, 3]","[20, 7, 4, 3, 3]",5040,1338,0.2654761904761905,3.766816143497758,0,0.014009354168063636,0.06467449743271322,0.008260762480815594,0.0971165864218201,0.027544591728397343,0.03799788780509225,0.021941906020874945,24.093022729302223,24.121014219818257,1.001161808994684,0.003765611469745636,0.00365576215873471,0.97082829391893,367520.97320929164,368402.2952811896,1.0023980184428716,367549.4284071028,368465.88448002737,1.0024934226585422,1.0,0.0,3052.631578947368,3052.631578947368,1.0,,,,,,,,,,,,
K3_T3-5,3,eulerian,A_common_dense,compact_rt_full,"[5, 2, 2, 3, 3]","[20, 7, 4, 3, 3]",5040,320,0.06349206349206349,15.75,0,0.08416659371374073,0.3954137285985051,0.05050551644416385,0.5619546307424045,0.15938380295257212,0.2671669915808992,0.15427576004270338,24.093022729302223,24.993696093232355,1.0373831616750488,0.003765611469745636,0.0033248998462227976,0.8829641275889231,367520.97320929164,352090.8392275229,0.9580156369117423,367549.4284071028,352145.48932447465,0.958090156337921,1.0,3000.0,3052.631578947368,3052.631578947368,1.0,,,,,,,,,,,,
K3_T3-5,3,eulerian,A_common_dense,moderate_rt_full,"[10, 4, 3, 3, 3]","[20, 7, 4, 3, 3]",5040,1338,0.2654761904761905,3.766816143497758,0,0.014009354168063636,0.06467449743271322,0.008260762480815594,0.0971165864218201,0.027544591728397343,0.03799788780509225,0.021941906020874945,24.093022729302223,24.121014219818257,1.001161808994684,0.003765611469745636,0.00365576215873471,0.97082829391893,367520.97320929164,368402.2952811896,1.0023980184428716,367549.4284071028,368465.88448002737,1.0024934226585422,1.0,0.0,3052.631578947368,3052.631578947368,1.0,,,,,,,,,,,,
K3_T3-5,3,eulerian,B_structured_missing,aggressive_temporal,"[6, 10, 3, 1, 3]","[45, 75, 9, 3, 3]",273375,1599,0.005849108367626886,170.96622889305817,6,0.2044367023383534,2.0377291182385537,0.16172558169717605,2.0808385282824426,0.2744629241092965,0.8339222987868075,0.455364410204103,37.29520024552826,34.20180703707964,0.9170565330636743,0.0036099056005477904,0.0031970973711831093,0.8856456996265945,504795.2927453443,475199.5238874009,0.9413707511078682,540440.2800584211,511987.3292598564,0.9473522758231696,0.6182965299684543,1500.0,4578.9473684210525,4578.9473684210525,1.0,0.17315775034293554,47337,42603,4734,0.10000633753723304,0.03377907345205653,0.037532568129004996,0.19367246681411862,False,2.2061662003110483,2.191936606995211,0.8387620973052775
K3_T3-5,3,eulerian,B_structured_missing,compact_temporal,"[12, 19, 5, 2, 3]","[45, 75, 9, 3, 3]",273375,8865,0.03242798353909465,30.83756345177665,6,0.08007240933724816,0.7709494864860963,0.06118686386975736,0.8346011463850888,0.1100840204505912,0.3420580814539512,0.18678128255285556,37.29520024552826,38.28805465319403,1.0266215062830992,0.0036099056005477904,0.0031104264733607546,0.8616365128464186,504795.2927453443,483490.8258971886,0.9577958290135974,540440.2800584211,523096.07263236033,0.9679072636403308,0.6182965299684543,1500.0,4578.9473684210525,4578.9473684210525,1.0,0.17315775034293554,47337,42603,4734,0.10000633753723304,0.18727422523607326,0.20808393775086262,0.0968956226275182,False,1.1445551257379625,1.0793708160848838,0.34921919814639985
K3_T3-5,3,eulerian,B_structured_missing,moderate_temporal,"[23, 38, 7, 3, 3]","[45, 75, 9, 3, 3]",273375,59028,0.21592318244170097,4.631276682252491,6,0.14572947890740637,1.9822942249755666,0.15732595847000877,0.8442940937553405,0.11136252170973152,0.14540734607644065,0.079399879918992,37.29520024552826,37.76558729911909,1.0126125359428049,0.0036099056005477904,0.0074849223036571625,2.073439898960613,504795.2927453443,495295.13350053434,0.9811801746542781,540440.2800584211,538022.9285536883,0.9955270700687383,0.6182965299684543,7841.663710635168,4578.9473684210525,5342.105263157895,1.1666666666666667,0.17315775034293554,47337,42603,4734,0.10000633753723304,1.2469738259712275,1.3855362298429688,0.3665250978277834,False,5.486197219539492,2.619656741963473,0.44572238794547503
K3_T3-5,3,eulerian,B_structured_missing,compact_rt_full,"[12, 19, 5, 3, 3]","[45, 75, 9, 3, 3]",273375,12288,0.044949245541838136,22.247314453125,6,0.0360869421588639,0.37374235846163173,0.0296622842487182,0.36186923030947693,0.04773060751518263,0.1238271476597417,0.0676159830998234,37.29520024552826,37.6943695077561,1.0107029660546119,0.0036099056005477904,0.0036995673922758632,1.02483771091257,504795.2927453443,499355.56417112733,0.9892238920362494,540440.2800584211,538215.4310320925,0.9958832657216298,0.6182965299684543,763.1578947368421,4578.9473684210525,4578.9473684210525,1.0,0.17315775034293554,47337,42603,4734,0.10000633753723304,0.25958552506495974,0.2884303922258996,0.0772242779795453,False,0.9950261841232031,0.7937232538550996,0.17175485144271263
K3_T3-5,3,eulerian,B_structured_missing,moderate_rt_full,"[23, 38, 7, 3, 3]","[45, 75, 9, 3, 3]",273375,59028,0.21592318244170097,4.631276682252491,6,0.14572947890740637,1.9822942249755666,0.15732595847000877,0.8442940937553405,0.11136252170973152,0.14540734607644065,0.079399879918992,37.29520024552826,37.76558729911909,1.0126125359428049,0.0036099056005477904,0.0074849223036571625,2.073439898960613,504795.2927453443,495295.13350053434,0.9811801746542781,540440.2800584211,538022.9285536883,0.9955270700687383,0.6182965299684543,7841.663710635168,4578.9473684210525,5342.105263157895,1.1666666666666667,0.17315775034293554,47337,42603,4734,0.10000633753723304,1.2469738259712275,1.3855362298429688,0.3665250978277834,False,5.486197219539492,2.619656741963473,0.44572238794547503
K3_T3-5,3,storm_relative,A_common_dense,aggressive_temporal,"[3, 2, 2, 1, 3]","[20, 7, 4, 3, 3]",5040,130,0.025793650793650792,38.76923076923077,0,0.22747667196460494,1.515061182726278,0.18799795193929877,1.1368546012637184,0.35514590293363285,0.6768473797963827,0.39101475083224685,24.093022729302223,25.553828765455652,1.0606319120919925,0.0035800519915483832,0.003210616884346924,0.8968073346215072,391063.02681277774,338490.9406478549,0.8655662065693266,391150.2475999798,338546.5414357413,0.8655153448399832,1.0,0.0,3052.631578947368,3052.631578947368,1.0,,,,,,,,,,,,
K3_T3-5,3,storm_relative,A_common_dense,compact_temporal,"[5, 2, 2, 2, 3]","[20, 7, 4, 3, 3]",5040,257,0.05099206349206349,19.610894941634243,0,0.09761159610303591,0.5026581966682803,0.06237286822245169,0.5538909067275114,0.1730318775838239,0.43073432924119276,0.2488352344273049,24.093022729302223,25.26190585763177,1.0485154204793048,0.0035800519915483832,0.003405053931840307,0.9511185703109332,391063.02681277774,367603.6781727691,0.9400113356887613,391150.2475999798,367603.6781727691,0.9398017269024171,1.0,0.0,3052.631578947368,3052.631578947368,1.0,,,,,,,,,,,,
K3_T3-5,3,storm_relative,A_common_dense,moderate_temporal,"[10, 4, 3, 3, 3]","[20, 7, 4, 3, 3]",5040,1338,0.2654761904761905,3.766816143497758,0,0.010433356938711433,0.05059024001452021,0.006277542860502196,0.06882641736490239,0.02150092027034435,0.03485508593832487,0.020135784151976248,24.093022729302223,24.145722037407282,1.0021873265425083,0.0035800519915483832,0.003572421839539895,0.997868703575674,391063.02681277774,392481.4112203259,1.0036269969552178,391150.2475999798,392614.0952199642,1.0037424177255831,1.0,3354.1019662496847,3052.631578947368,3052.631578947368,1.0,,,,,,,,,,,,
K3_T3-5,3,storm_relative,A_common_dense,compact_rt_full,"[5, 2, 2, 3, 3]","[20, 7, 4, 3, 3]",5040,320,0.06349206349206349,15.75,0,0.07587386057966711,0.37617399107499505,0.04667794324165448,0.46281275397864685,0.14457966147846862,0.3072828879455021,0.1775173332297886,24.093022729302223,25.255448388421026,1.0482473981027316,0.0035800519915483832,0.003485562914137481,0.9736067862606557,391063.02681277774,368686.30073208536,0.9427797450884937,391150.2475999798,368796.9903091018,0.9428525037935342,1.0,0.0,3052.631578947368,3052.631578947368,1.0,,,,,,,,,,,,
K3_T3-5,3,storm_relative,A_common_dense,moderate_rt_full,"[10, 4, 3, 3, 3]","[20, 7, 4, 3, 3]",5040,1338,0.2654761904761905,3.766816143497758,0,0.010433356938711433,0.05059024001452021,0.006277542860502196,0.06882641736490239,0.02150092027034435,0.03485508593832487,0.020135784151976248,24.093022729302223,24.145722037407282,1.0021873265425083,0.0035800519915483832,0.003572421839539895,0.997868703575674,391063.02681277774,392481.4112203259,1.0036269969552178,391150.2475999798,392614.0952199642,1.0037424177255831,1.0,3354.1019662496847,3052.631578947368,3052.631578947368,1.0,,,,,,,,,,,,
K3_T3-5,3,storm_relative,B_structured_missing,aggressive_temporal,"[6, 10, 3, 1, 3]","[48, 74, 9, 3, 3]",287712,1607,0.00558544655766878,179.03671437461108,6,0.16631313832203307,1.6700049375848365,0.13563630246663058,1.5467242688925906,0.20806591326811594,0.8015417197068526,0.41722421079180616,37.29520024552826,36.71134666442466,0.9843450745066424,0.0035800519915483832,0.003325693417238205,0.9289511507344989,495730.66704935353,490531.7658136108,0.989512649546805,512294.2714496391,498476.4573761153,0.9730275842546052,0.5173501577287066,1500.0,4578.9473684210525,4578.9473684210525,1.0,0.1395457957957958,40149,36102,4047,0.10079952178136442,0.040025903509427384,0.04451276937565786,0.17102517513380955,False,2.048090168977718,1.7564397639277773,0.8006507877344758
K3_T3-5,3,storm_relative,B_structured_missing,compact_temporal,"[12, 19, 5, 2, 3]","[48, 74, 9, 3, 3]",287712,8882,0.03087114892670448,32.39270434586805,6,0.07763087123458816,0.6936817396374054,0.056340208424238813,0.7983109012858518,0.10738907385662035,0.3877855032587248,0.20185287499794455,37.29520024552826,38.259819987549335,1.0258644473195109,0.0035800519915483832,0.0034024103855356575,0.95038016027921,495730.66704935353,469591.58158508147,0.9472715988707034,512294.2714496391,486544.6061842046,0.9497365738785821,0.5173501577287066,763.1578947368421,4578.9473684210525,4578.9473684210525,1.0,0.1395457957957958,40149,36102,4047,0.10079952178136442,0.2212259333980921,0.2460251509611656,0.09200479399648116,False,1.0954852095551453,0.9712928408386899,0.38573667144257684
K3_T3-5,3,storm_relative,B_structured_missing,moderate_temporal,"[24, 37, 7, 3, 3]","[48, 74, 9, 3, 3]",287712,59915,0.2082464408853298,4.802002837352917,6,0.14880956844698726,1.9728405042260064,0.16023233544243642,0.8622365370227961,0.11598837371138707,0.16389320077646802,0.08531085739755824,37.29520024552826,38.15211417189222,1.0229765203222554,0.0035800519915483832,0.006987140397246817,1.9516868508451068,495730.66704935353,481419.79966997216,0.9711317690620971,512294.2714496391,503150.5673797154,0.9821514614167951,0.5173501577287066,5872.962604230723,4578.9473684210525,4578.9473684210525,1.0,0.1395457957957958,40149,36102,4047,0.10079952178136442,1.4923161224438966,1.6596033460750097,0.36679145923870154,False,5.407208119558086,2.631414381586382,0.5197170844601682
K3_T3-5,3,storm_relative,B_structured_missing,compact_rt_full,"[12, 19, 5, 3, 3]","[48, 74, 9, 3, 3]",287712,12305,0.0427684629073518,23.381714750101583,6,0.039031693858763726,0.4113810905511723,0.033412003025420155,0.36950921423928257,0.04970651438522116,0.12243845988481769,0.06373254010370202,37.29520024552826,37.66017259131683,1.009786040653645,0.0035800519915483832,0.0035859048227600884,1.001634845311052,495730.66704935353,487724.8817798682,0.9838505345712488,512294.2714496391,508164.48805352976,0.9919386500566885,0.5173501577287066,763.1578947368421,4578.9473684210525,4578.9473684210525,1.0,0.1395457957957958,40149,36102,4047,0.10079952178136442,0.30648334952302675,0.3408398426679962,0.06999928218855306,False,0.9233062110930655,0.6651778949236289,0.17870922084665775
K3_T3-5,3,storm_relative,B_structured_missing,moderate_rt_full,"[24, 37, 7, 3, 3]","[48, 74, 9, 3, 3]",287712,59915,0.2082464408853298,4.802002837352917,6,0.14880956844698726,1.9728405042260064,0.16023233544243642,0.8622365370227961,0.11598837371138707,0.16389320077646802,0.08531085739755824,37.29520024552826,38.15211417189222,1.0229765203222554,0.0035800519915483832,0.006987140397246817,1.9516868508451068,495730.66704935353,481419.79966997216,0.9711317690620971,512294.2714496391,503150.5673797154,0.9821514614167951,0.5173501577287066,5872.962604230723,4578.9473684210525,4578.9473684210525,1.0,0.1395457957957958,40149,36102,4047,0.10079952178136442,1.4923161224438966,1.6596033460750097,0.36679145923870154,False,5.407208119558086,2.631414381586382,0.5197170844601682
K3_T4-6,3,eulerian,A_common_dense,aggressive_temporal,"[2, 2, 2, 1, 3]","[11, 11, 6, 3, 3]",6534,92,0.014080195898377716,71.02173913043478,0,0.4247978733355948,2.934289814250922,0.35322426852426614,2.4203148134034085,0.6543560017656055,0.9750969223088245,0.587469505780857,24.793572556863477,22.018121297698226,0.8880576305492152,0.003583911577860514,0.0026831161892835477,0.7486557999528789,283002.81069427734,290451.9543017238,1.0263218007947406,308185.4900121689,310611.3610385962,1.0078714641183513,1.0,3354.1019662496847,4578.9473684210525,4578.9473684210525,1.0,,,,,,,,,,,,
K3_T4-6,3,eulerian,A_common_dense,compact_temporal,"[3, 3, 3, 2, 3]","[11, 11, 6, 3, 3]",6534,261,0.03994490358126722,25.03448275862069,0,0.10974666662495924,0.48266702671308803,0.058102545503003186,0.7145563004887349,0.1931873495277813,0.5343852053251258,0.3219526236690619,24.793572556863477,25.020448848260816,1.009150609129725,0.003583911577860514,0.003575682652451082,0.9977039262184184,283002.81069427734,301657.5521666856,1.0659171597152814,308185.4900121689,315719.57244929305,1.0244465838960384,1.0,2121.3203435596424,4578.9473684210525,4578.9473684210525,1.0,,,,,,,,,,,,
K3_T4-6,3,eulerian,A_common_dense,moderate_temporal,"[6, 6, 5, 3, 3]","[11, 11, 6, 3, 3]",6534,1800,0.27548209366391185,3.63,0,0.008241239826300428,0.039904881174085166,0.004803674263805574,0.05300810536944702,0.014331264552294389,0.037429742011331125,0.022550406567622784,24.793572556863477,24.811632655982596,1.0007284185882328,0.003583911577860514,0.003641616207956215,1.0161010194705051,283002.81069427734,283364.1306602755,1.0012767363161934,308185.4900121689,309249.81119381136,1.0034535084101475,1.0,0.0,4578.9473684210525,4578.9473684210525,1.0,,,,,,,,,,,,
K3_T4-6,3,eulerian,A_common_dense,compact_rt_full,"[3, 3, 3, 3, 3]","[11, 11, 6, 3, 3]",6534,345,0.052800734618916434,18.93913043478261,0,0.07992551542132874,0.39597854906527186,0.047667150213172554,0.5189325947047768,0.1402985495838766,0.34603323363397526,0.20847565826109837,24.793572556863477,24.970992381034666,1.007155879765382,0.003583911577860514,0.0033584403318012677,0.9370879439514951,283002.81069427734,278828.46510469454,0.9852498087233054,308185.4900121689,293755.2940349253,0.9531769131094595,1.0,2121.3203435596424,4578.9473684210525,4578.9473684210525,1.0,,,,,,,,,,,,
K3_T4-6,3,eulerian,A_common_dense,moderate_rt_full,"[6, 6, 5, 3, 3]","[11, 11, 6, 3, 3]",6534,1800,0.27548209366391185,3.63,0,0.008241239826300428,0.039904881174085166,0.004803674263805574,0.05300810536944702,0.014331264552294389,0.037429742011331125,0.022550406567622784,24.793572556863477,24.811632655982596,1.0007284185882328,0.003583911577860514,0.003641616207956215,1.0161010194705051,283002.81069427734,283364.1306602755,1.0012767363161934,308185.4900121689,309249.81119381136,1.0034535084101475,1.0,0.0,4578.9473684210525,4578.9473684210525,1.0,,,,,,,,,,,,
K3_T4-6,3,eulerian,B_structured_missing,aggressive_temporal,"[6, 10, 3, 1, 3]","[45, 79, 9, 3, 3]",287955,1639,0.005691861575593408,175.68944478340453,6,0.2034933290529114,2.1459841246030433,0.17194775163092701,1.9227342027416525,0.2569648340844493,0.7608389644316713,0.4613867551998631,35.73174248482447,31.316770403043506,0.8764411759752261,0.0036099056005477904,0.003206448904156679,0.8882362197144744,504795.2927453443,554355.2462583089,1.0981783194598176,540440.2800584211,605288.7084988154,1.1199918489298841,0.6182965299684543,2121.3203435596424,4578.9473684210525,5342.105263157895,1.1666666666666667,0.18541438766473928,53391,48066,5325,0.09973591054672136,0.030698057725084753,0.0340989472808222,0.1927569428378955,False,2.224782997384052,2.077131237052342,0.7382191100242296
K3_T4-6,3,eulerian,B_structured_missing,compact_temporal,"[12, 20, 5, 2, 3]","[45, 79, 9, 3, 3]",287955,9380,0.032574534215415604,30.698827292110874,6,0.07735493733482544,0.71066552743277,0.05694233158704067,0.786176803057799,0.10506901654463076,0.40026583766919605,0.24272857292146585,35.73174248482447,35.844835242929676,1.0031650501834115,0.0036099056005477904,0.003707062134525493,1.0269138710893047,504795.2927453443,513371.0905968985,1.0169886644641921,540440.2800584211,553644.7551113344,1.0244328106918417,0.6182965299684543,763.1578947368421,4578.9473684210525,4578.9473684210525,1.0,0.18541438766473928,53391,48066,5325,0.09973591054672136,0.1756850405499054,0.19514833770232598,0.09249804483189505,False,1.0390730501621332,1.0107234862167198,0.396921773860351
K3_T4-6,3,eulerian,B_structured_missing,moderate_temporal,"[23, 40, 7, 3, 3]","[45, 79, 9, 3, 3]",287955,62236,0.21613099268983002,4.626823703322835,6,0.15463590708449565,2.1065160920684347,0.16878536129550106,0.8216606345634543,0.10981127205895491,0.12603642563686504,0.07643080885719335,35.73174248482447,36.31091843555745,1.0162090038284295,0.0036099056005477904,0.006597334917238671,1.8275643873450733,504795.2927453443,500956.84669631725,0.9923960343842521,540440.2800584211,540425.4112449517,0.9999724875920281,0.6182965299684543,6763.260290029692,4578.9473684210525,5342.105263157895,1.1666666666666667,0.18541438766473928,53391,48066,5325,0.09973591054672136,1.1656646251240845,1.2948029792368827,0.3909510635775436,False,5.8265813283959496,2.5049021175446953,0.35690653590917165
